,0
0,1
1,558
2,559
3,732
4,959
5,958
6,960
7,961
8,1274
9,401
10,1083
11,420
12,486
13,1248
14,23
15,274
16,278
17,398
18,682
19,478
20,1032
21,860
22,1205
23,1222
24,518
25,248
26,898
27,256
28,485
29,505
30,899
31,249
32,341
33,342
34,1229
35,928
36,448
37,395
38,930
39,245
40,484
41,1069
42,57
43,547
44,281
45,955
46,1219
47,777
48,1160
49,1163
50,971
51,1045
52,885
53,835
54,833
55,834
56,836
57,837
58,463
59,838
60,839
61,841
62,38
63,845
64,843
65,790
66,842
67,97
68,844
69,512
70,921
71,913
72,461
73,920
74,1068
75,1104
76,795
77,840
78,442
79,1092
80,1144
81,476
82,429
83,487
84,852
85,1208
86,850
87,252
88,734
89,1001
90,949
91,1061
92,1053
93,345
94,343
95,250
96,347
97,346
98,349
99,350
100,1037
101,948
102,809
103,1036
104,1035
105,514
106,858
107,915
108,882
109,42
110,780
111,878
112,924
113,1281
114,1174
115,1278
116,910
117,1057
118,901
119,1121
120,1123
121,661
122,781
123,925
124,879
125,460
126,522
127,242
128,771
129,427
130,284
131,539
132,321
133,767
134,265
135,765
136,766
137,538
138,1257
139,186
140,188
141,189
142,450
143,678
144,500
145,1180
146,906
147,1292
148,1291
149,1289
150,1002
151,1290
152,988
153,813
154,681
155,503
156,483
157,1072
158,857
159,1056
160,1073
161,1031
162,1118
163,261
164,807
165,13
166,563
167,1265
168,556
169,383
170,89
171,88
172,87
173,83
174,1223
175,1211
176,1268
177,977
178,966
179,1159
180,282
181,1260
182,711
183,1158
184,1162
185,869
186,775
187,1128
188,535
189,707
190,534
191,236
192,741
193,374
194,742
195,375
196,706
197,738
198,737
199,889
200,740
201,739
202,180
203,536
204,151
205,190
206,187
207,159
208,157
209,300
210,301
211,302
212,410
213,411
214,409
215,1224
216,404
217,564
218,314
219,179
220,947
221,164
222,150
223,82
224,279
225,275
226,954
227,1244
228,1082
229,1179
230,1177
231,975
232,865
233,373
234,193
235,221
236,158
237,1125
238,199
239,1284
240,143
241,142
242,135
243,812
244,1027
245,470
246,569
247,1196
248,938
249,1152
250,861
251,701
252,155
253,676
254,703
255,699
256,700
257,170
258,696
259,636
260,867
261,1243
262,1060
263,1079
264,297
265,296
266,298
267,299
268,3
269,992
270,1025
271,1263
272,957
273,2
274,1225
275,557
276,8
277,7
278,9
279,12
280,272
281,273
282,216
283,916
284,745
285,747
286,956
287,86
288,85
289,1217
290,286
291,1127
292,1047
