,0
0,1
1,557
2,558
3,559
4,560
5,561
6,562
7,732
8,961
9,960
10,959
11,958
12,957
13,2
14,1225
15,1263
16,1025
17,3
18,992
19,91
20,90
21,89
22,88
23,87
24,86
25,85
26,84
27,83
28,1267
29,279
30,278
31,277
32,276
33,275
34,274
35,273
36,272
37,271
38,270
39,269
40,268
41,1212
42,319
43,916
44,263
45,969
46,1219
47,219
48,218
49,217
50,214
51,213
52,212
53,216
54,1216
55,145
56,146
57,144
58,143
59,142
60,141
61,140
62,139
63,138
64,137
65,136
66,135
67,134
68,133
69,132
70,131
71,130
72,129
73,128
74,127
75,126
76,125
77,654
78,1254
79,233
80,232
81,231
82,1233
83,1210
84,1214
85,1192
86,506
87,396
88,1222
89,1205
90,518
91,248
92,898
93,249
94,899
95,866
96,849
97,519
98,950
99,672
100,497
101,398
102,682
103,478
104,928
105,448
106,860
107,1032
108,239
109,226
110,120
111,203
112,202
113,201
114,356
115,355
116,354
117,353
118,352
119,351
120,350
121,349
122,348
123,347
124,346
125,250
126,345
127,344
128,343
129,342
130,341
131,340
132,339
133,338
134,337
135,336
136,335
137,714
138,715
139,716
140,1229
141,25
142,594
143,1028
144,569
145,433
146,470
147,812
148,1027
149,507
150,848
151,847
152,513
153,846
154,437
155,38
156,845
157,512
158,844
159,843
160,97
161,842
162,841
163,790
164,795
165,840
166,839
167,838
168,463
169,837
170,836
171,835
172,834
173,833
174,601
175,526
176,566
177,454
178,832
179,798
180,831
181,33
182,118
183,468
184,495
185,1065
186,1105
187,1171
188,1114
189,462
190,921
191,913
192,794
193,788
194,904
195,96
196,789
197,1048
198,905
199,424
200,39
201,40
202,41
203,44
204,45
205,46
206,47
207,48
208,49
209,50
210,51
211,52
212,53
213,432
214,575
215,593
216,26
217,1201
218,595
219,574
220,999
221,713
222,1190
223,109
224,55
225,108
226,107
227,106
228,105
229,104
230,103
231,102
232,101
233,100
234,99
235,98
236,95
237,903
238,787
239,793
240,1111
241,912
242,927
243,1213
244,1253
245,920
246,461
247,1113
248,1170
249,1104
250,1068
251,1168
252,1173
253,530
254,529
255,785
256,786
257,902
258,784
259,911
260,926
261,783
262,880
263,663
264,664
265,665
266,666
267,667
268,475
269,331
270,668
271,441
272,669
273,670
274,516
275,671
276,389
277,388
278,387
279,386
280,385
281,384
282,43
283,823
284,440
285,824
286,825
287,515
288,826
289,827
290,828
291,810
292,56
293,57
294,58
295,59
296,60
297,61
298,600
299,394
300,393
301,392
302,391
303,390
304,54
305,112
306,66
307,1186
308,67
309,68
310,69
311,70
312,253
313,254
314,255
315,256
316,257
317,505
318,485
319,931
320,246
321,1054
322,659
323,181
324,449
325,397
326,247
327,24
328,811
329,37
330,332
331,333
332,334
333,1000
334,608
335,609
336,610
337,611
338,251
339,520
340,612
341,613
342,498
343,399
344,614
345,615
346,479
347,616
348,425
349,357
350,241
351,228
352,198
353,617
354,618
355,619
356,122
357,620
358,621
359,622
360,623
361,624
362,625
363,626
364,627
365,167
366,628
367,629
368,630
369,631
370,632
371,153
372,633
373,634
374,635
375,636
376,637
377,638
378,639
379,583
380,640
381,641
382,642
383,648
384,649
385,1198
386,764
387,370
388,952
389,936
390,266
391,918
392,322
393,540
394,887
395,1047
396,973
397,1127
398,1137
399,1138
400,285
401,1139
402,979
403,871
404,1140
405,874
406,984
407,379
408,93
409,994
410,5
411,1059
412,1021
413,1141
414,1142
415,1143
416,1144
417,1092
418,429
419,991
420,476
421,1145
422,487
423,442
424,1146
425,466
426,1147
427,1148
428,1259
429,1129
430,1130
431,1131
432,316
433,421
434,1132
435,1133
436,1134
437,1135
438,418
439,1136
440,1258
441,1018
442,1239
443,1230
444,1017
445,1016
446,1015
447,1014
448,6
449,995
450,94
451,380
452,985
453,875
454,1013
455,872
456,980
457,1012
458,286
459,1011
460,1010
461,1009
462,974
463,1008
464,888
465,541
466,323
467,919
468,267
469,937
470,953
471,371
472,968
473,693
474,692
475,585
476,691
