,0
0,1
1,557
2,558
3,559
4,560
5,561
6,562
7,732
8,961
9,960
10,959
11,958
12,957
13,2
14,1225
15,1263
16,1025
17,3
18,992
19,91
20,90
21,89
22,88
23,87
24,86
25,85
26,84
27,83
28,1267
29,956
30,82
31,1217
32,551
33,552
34,553
35,554
36,555
37,556
38,327
39,383
40,7
41,8
42,9
43,10
44,11
45,12
46,13
47,14
48,15
49,16
50,17
51,18
52,19
53,20
54,21
55,22
56,317
57,318
58,1183
59,447
60,576
61,1176
62,1157
63,1184
64,517
65,446
66,314
67,313
68,312
69,311
70,310
71,309
72,308
73,307
74,306
75,305
76,304
77,303
78,302
79,301
80,300
81,299
82,298
83,297
84,296
85,295
86,294
87,293
88,292
89,291
90,290
91,80
92,289
93,288
94,287
95,748
96,747
97,746
98,745
99,744
100,712
101,743
102,742
103,374
104,741
105,534
106,223
107,236
108,195
109,644
110,149
111,163
112,740
113,739
114,738
115,737
116,180
117,892
118,893
119,792
120,894
121,162
122,148
123,643
124,194
125,235
126,222
127,533
128,895
129,865
130,373
131,532
132,221
133,193
134,147
135,161
136,368
137,367
138,366
139,365
140,364
141,363
142,362
143,361
144,360
145,579
146,814
147,830
148,987
149,1030
150,856
151,1302
152,1301
153,655
154,242
155,450
156,481
157,1180
158,500
159,678
160,258
161,1300
162,805
163,523
164,907
165,1003
166,71
167,896
168,1289
169,1002
170,1291
171,1292
172,1290
173,1288
174,1271
175,605
176,1051
177,28
178,597
179,64
180,572
181,997
182,435
183,110
184,472
185,1164
186,509
187,808
188,1270
189,1269
190,1226
191,1227
192,1228
193,1234
194,571
195,63
196,596
197,27
198,1050
199,1235
200,1202
201,111
202,473
203,1037
204,510
205,809
206,1036
207,1035
208,948
209,514
210,858
211,915
212,439
213,882
214,42
215,1174
216,1057
217,910
218,901
219,1121
220,661
221,1123
222,781
223,879
224,925
225,1117
226,460
227,1252
228,1191
229,1103
230,1067
231,1167
232,1169
233,604
234,1166
235,531
236,458
237,568
238,36
239,419
240,431
241,469
242,467
243,114
244,1189
245,496
246,31
247,35
248,801
249,802
250,457
251,567
252,797
253,932
254,32
255,117
256,115
257,116
258,1218
259,1276
260,735
261,1203
262,1275
263,1206
264,1207
265,1279
266,730
267,113
268,1280
269,1281
270,1116
271,459
272,924
273,878
274,780
275,1122
276,660
277,900
278,1282
279,1277
280,422
281,859
282,329
283,1034
284,1231
285,881
286,438
287,914
288,1232
289,1278
290,1124
291,1066
292,1172
293,816
294,782
295,662
296,817
297,818
298,819
299,820
300,821
301,474
302,423
303,822
304,330
305,43
306,823
307,440
308,824
309,825
310,515
311,826
312,827
313,828
314,810
315,511
316,1069
317,56
318,57
319,58
320,59
321,60
322,61
323,600
324,394
325,393
326,392
327,391
328,390
329,54
330,112
331,66
332,74
333,395
334,262
335,504
336,484
337,930
338,453
339,245
340,1119
341,658
342,1185
343,855
344,940
345,941
346,942
347,943
348,944
349,945
350,946
351,890
352,729
353,677
354,947
355,705
356,706
357,164
358,150
359,645
360,196
361,237
362,224
363,535
364,707
365,375
366,708
367,709
368,1260
369,863
370,376
371,862
372,536
373,225
374,238
375,191
376,190
377,151
378,165
379,189
380,188
381,187
382,186
383,159
384,158
385,157
386,156
387,1255
388,1284
389,160
390,646
391,215
392,650
393,145
394,146
395,144
396,1216
397,143
398,142
399,141
400,140
401,139
402,138
403,137
404,136
405,135
406,134
407,133
408,132
409,131
410,130
411,129
412,128
413,127
414,126
415,125
416,654
417,1254
418,233
419,232
420,231
421,1233
422,1210
423,1214
424,1192
425,506
426,396
427,1222
428,1205
429,518
430,248
431,898
432,849
433,866
434,899
435,249
436,519
437,950
438,672
439,497
440,398
441,682
442,478
443,928
444,448
445,860
446,1032
447,239
448,226
449,120
450,203
451,202
452,201
453,356
454,355
455,354
456,353
457,352
458,351
459,350
460,349
461,348
462,347
463,346
464,250
465,345
466,344
467,343
468,342
469,341
470,340
471,339
472,338
473,337
474,336
