,0
0,1
1,957
2,1268
3,10
4,306
5,307
6,308
7,312
8,313
9,1243
10,867
11,868
12,1242
13,1240
14,78
15,77
16,76
17,1079
18,486
19,1245
20,533
21,192
22,366
23,367
24,179
25,815
26,988
27,161
28,147
29,193
30,865
31,532
32,414
33,563
34,1155
35,477
36,1154
37,1285
38,578
39,417
40,1230
41,1144
42,1143
43,1092
44,994
45,1142
46,93
47,5
48,1059
49,94
50,6
51,1017
52,1016
53,1015
54,1014
55,1198
56,649
57,764
58,760
59,736
60,154
61,749
62,829
63,1029
64,1152
65,861
66,690
67,691
68,689
69,688
70,585
71,685
72,752
73,753
74,751
75,750
76,754
77,756
78,633
79,632
80,153
81,634
82,635
83,636
84,989
85,169
86,155
87,583
88,703
89,1011
90,1010
91,428
92,990
93,1224
94,405
95,409
96,407
97,410
98,1284
99,160
100,185
101,1260
102,645
103,150
104,281
105,547
106,544
107,545
108,546
109,847
110,812
111,594
112,714
113,843
114,1197
115,219
116,1219
117,218
118,213
119,722
120,628
121,167
122,976
123,727
124,321
125,767
126,539
127,766
128,765
129,991
130,429
131,980
132,1139
133,979
134,874
135,984
136,379
137,1019
138,960
139,1263
140,2
141,959
142,958
143,1211
144,1223
145,1188
146,769
147,772
148,549
149,279
150,84
151,85
152,90
153,977
154,1159
155,966
156,91
157,992
158,3
159,1236
160,1025
161,87
162,89
163,88
164,554
165,556
166,555
167,553
168,552
169,550
170,551
171,732
172,402
173,403
174,993
175,4
176,1058
177,983
178,1151
179,1150
180,1090
181,11
182,13
183,12
184,14
185,15
186,19
187,311
188,1299
189,830
190,739
191,740
192,183
193,344
194,343
195,342
196,341
197,1222
198,519
199,682
200,353
201,350
202,347
203,346
204,337
205,335
206,593
207,1254
208,120
209,449
210,531
211,1172
212,1066
213,1036
214,509
215,1164
216,472
217,1037
218,58
219,511
220,906
221,1292
222,1290
223,1002
224,1291
225,1288
226,856
227,1296
228,1182
229,1301
230,1295
231,258
232,500
233,1180
234,1041
235,1181
236,1302
237,1297
238,941
239,720
240,719
241,201
242,202
243,239
244,1032
245,600
246,1235
247,27
248,1293
249,679
250,1271
251,496
252,31
253,114
254,902
255,665
256,300
257,299
258,301
259,8
260,80
261,290
262,383
263,557
264,558
265,1148
266,1259
267,442
268,487
269,1136
270,444
271,411
272,413
273,577
274,626
275,625
276,253
277,70
278,69
279,68
280,67
281,670
282,671
283,516
284,575
285,811
286,49
287,50
288,333
289,336
290,784
291,926
292,911
293,786
294,1103
295,1067
296,802
297,457
298,567
299,932
300,117
301,648
302,885
303,693
304,968
305,692
306,168
307,728
308,345
309,250
310,716
311,55
312,54
313,394
314,390
315,112
316,391
317,66
318,1070
319,61
320,60
321,59
322,1269
323,453
324,396
325,1192
326,1214
327,898
328,32
329,1280
330,458
331,1276
332,735
333,940
334,189
335,188
336,165
337,186
338,187
339,269
340,776
341,274
342,275
343,273
344,272
345,271
346,166
347,726
348,724
349,723
350,721
351,130
352,210
353,778
354,283
355,697
356,696
357,699
358,1216
359,212
360,216
361,969
362,270
363,886
364,177
365,178
366,172
367,173
368,650
369,145
370,237
371,221
372,571
373,1202
374,896
375,1289
376,907
377,1300
378,678
379,481
380,259
381,71
382,914
383,438
384,881
385,1231
386,910
387,1278
388,809
389,948
390,1270
391,1229
392,590
393,508
394,589
395,588
396,1193
397,513
398,846
399,437
400,102
401,104
402,36
403,469
404,467
405,1189
406,1030
407,146
408,446
409,1157
410,412
411,20
412,17
413,1220
414,1261
415,917
416,538
417,1096
418,1095
419,1094
420,770
421,773
422,264
423,369
424,647
425,694
426,955
427,280
428,956
429,1217
430,1022
431,1081
432,1283
433,565
434,564
435,408
436,415
437,406
438,404
439,1091
440,1102
441,1099
442,1101
443,1100
444,315
445,86
446,561
447,560
448,562
449,194
450,109
451,605
452,1051
453,28
454,598
455,1038
456,29
457,806
458,260
459,524
460,807
461,248
462,621
463,936
464,323
465,919
466,541
467,953
468,371
469,888
470,1008
471,1009
472,286
473,974
474,918
475,322
476,499
477,1001
478,1208
479,852
480,1209
481,1055
482,1125
483,652
484,1000
485,478
486,928
487,24
488,502
489,930
490,484
491,782
492,1121
493,774
494,1274
495,1087
496,1249
497,1177
498,559
499,851
500,252
501,734
502,949
503,1053
504,434
505,62
506,471
507,512
508,842
509,97
510,651
511,354
512,351
513,681
514,261
515,525
516,72
517,1004
518,908
519,73
520,909
521,57
522,349
523,124
524,1006
525,653
526,1007
527,200
528,358
529,230
530,683
531,400
532,673
533,855
534,129
535,158
536,916
537,319
538,1257
539,263
540,771
541,954
542,81
543,967
544,779
545,777
546,282
547,375
548,163
549,195
550,705
551,368
552,1304
553,741
554,164
555,709
556,543
557,537
558,268
559,1212
560,1163
561,1126
562,971
563,548
564,82
565,1221
566,878
567,1116
568,568
569,1252
570,604
571,1124
572,419
573,113
574,393
575,392
576,56
577,1190
578,662
579,817
580,818
581,819
582,801
583,1169
584,1167
585,35
586,1166
587,1203
588,1275
589,1218
590,1206
591,730
592,1207
593,1279
594,431
595,510
596,473
597,572
598,597
599,522
600,52
601,25
602,1232
603,1034
604,663
605,797
606,116
607,115
608,389
609,388
610,176
611,152
612,175
613,205
614,209
615,174
616,627
617,623
618,622
619,624
620,725
621,704
622,758
623,759
624,702
625,698
626,1199
627,763
628,642
629,641
630,640
631,584
632,761
633,620
634,198
635,233
636,232
637,203
638,211
639,938
640,123
641,853
642,854
643,939
644,267
645,540
646,266
647,1137
648,1047
649,973
650,1127
651,1012
652,871
653,380
654,875
655,1013
656,887
657,961
658,327
659,9
660,18
661,1153
662,445
663,421
664,534
665,962
666,981
667,1023
668,382
669,74
670,781
671,925
672,783
673,816
674,880
675,664
676,667
677,666
678,475
679,331
680,441
681,669
682,106
683,108
684,107
685,105
686,103
687,785
688,1294
689,997
690,1050
691,148
692,162
693,100
694,99
695,1111
696,1171
697,529
698,530
699,1065
700,834
701,833
702,601
703,840
704,795
705,1256
706,1109
707,1108
708,455
709,602
710,527
711,1107
712,923
713,1264
714,119
715,1062
716,934
717,34
718,1237
719,800
720,1049
721,804
722,731
723,803
724,835
725,844
726,566
727,832
728,454
729,526
730,920
731,793
732,1253
733,1213
734,794
735,913
736,424
737,329
738,848
739,470
740,433
741,569
742,1028
743,38
744,897
745,889
746,159
747,151
748,190
749,542
750,646
751,215
752,131
753,133
754,132
755,231
756,931
757,674
758,755
759,1082
760,1084
761,1248
762,1247
763,1093
764,1251
765,1179
766,1287
767,21
768,1156
769,1175
770,517
771,1265
772,7
773,877
774,1161
775,1024
776,963
777,1080
778,1060
779,302
780,1246
781,970
782,420
783,1083
784,1085
785,401
786,1149
787,23
788,75
789,1272
790,1089
791,996
792,303
793,304
794,305
795,1225
796,289
797,986
798,1033
799,196
800,236
801,373
802,711
803,1158
804,884
805,288
806,695
807,121
808,629
809,631
810,630
811,687
812,686
813,950
814,672
815,582
816,1128
817,869
818,328
819,1075
820,975
821,1162
822,79
823,1241
824,876
825,292
826,293
827,294
828,295
829,296
830,297
831,298
832,737
833,580
834,581
835,915
836,858
837,42
838,882
839,439
840,1035
841,111
842,436
843,573
844,998
845,65
846,606
847,1039
848,879
849,901
850,1057
851,1174
852,1122
853,660
854,900
855,1282
856,924
857,459
858,1281
859,780
860,1277
861,859
862,422
863,668
864,330
865,822
866,423
867,474
868,234
869,1273
870,223
871,238
872,225
873,125
874,126
875,448
876,226
877,860
878,1233
879,1210
880,506
881,254
882,255
883,257
884,256
885,485
886,53
887,574
888,1186
889,595
890,713
891,999
892,1201
893,26
894,497
895,397
896,518
897,1205
898,249
899,899
900,866
901,849
902,398
903,893
904,316
905,1131
906,1130
907,1129
908,1258
909,1098
910,965
911,136
912,138
913,139
914,637
915,639
916,638
917,684
918,676
919,701
920,700
921,170
922,122
923,199
924,137
925,141
926,140
927,142
928,143
929,144
930,935
931,265
932,1160
933,217
934,214
935,1303
936,654
937,659
938,181
939,180
940,677
941,729
942,890
943,182
944,184
945,619
946,128
947,127
948,207
949,206
950,135
951,134
952,947
953,946
954,945
955,64
956,110
957,1227
958,1234
959,1228
960,63
961,596
962,514
963,929
964,480
965,426
966,228
967,618
968,617
969,757
970,241
971,357
972,425
973,615
974,717
975,718
976,197
977,227
978,246
979,451
980,1118
981,1072
982,1031
983,1074
984,857
985,706
986,738
987,792
988,894
989,743
990,745
991,1250
992,892
993,359
994,362
995,220
996,864
997,1086
998,1088
999,883
1000,710
1001,372
1002,1184
1003,1176
1004,576
1005,447
1006,1183
1007,318
1008,317
1009,22
1010,339
1011,340
1012,612
1013,608
1014,251
1015,609
1016,1196
1017,610
1018,611
1019,715
1020,348
1021,352
1022,356
1023,355
1024,240
1025,229
1026,891
1027,675
1028,1005
1029,607
1030,1052
1031,680
1032,30
1033,599
1034,384
1035,385
1036,1069
1037,1115
1038,1112
1039,528
1040,456
1041,796
1042,1120
1043,1110
1044,791
1045,464
1046,922
1047,1106
1048,1204
1049,836
1050,837
1051,463
1052,838
1053,839
1054,790
1055,841
1056,462
1057,921
1058,788
1059,905
1060,789
1061,386
1062,824
1063,825
1064,823
1065,440
1066,762
1067,768
1068,614
1069,498
1070,157
1071,156
1072,1255
1073,171
1074,204
1075,208
1076,1185
1077,1119
1078,658
1079,523
1080,1003
1081,805
1082,1044
1083,1042
1084,1043
1085,579
1086,814
1087,1040
1088,656
1089,243
1090,1071
1091,1046
1092,972
1093,320
1094,92
1095,873
1096,278
1097,324
1098,83
1099,1267
1100,1045
1101,443
1102,1056
1103,813
1104,285
1105,1138
1106,937
1107,933
1108,799
1109,1064
1110,247
1111,944
1112,987
1113,450
1114,242
1115,643
1116,222
1117,644
1118,235
1119,149
1120,895
1121,374
1122,742
1123,1200
1124,1018
1125,1239
1126,985
1127,1140
1128,872
1129,310
1130,309
1131,416
1132,377
1133,276
1134,277
1135,287
1136,748
1137,746
1138,747
1139,744
1140,712
1141,191
1142,708
1143,707
1144,863
1145,1215
1146,435
1147,1226
1148,808
1149,460
1150,1173
1151,1168
1152,1170
1153,1104
1154,1114
1155,1105
1156,1113
1157,461
1158,787
1159,1191
1160,1117
1161,1123
1162,661
1163,1298
1164,364
1165,363
1166,361
1167,360
1168,365
1169,1054
1170,245
1171,452
1172,244
1173,482
1174,655
1175,501
1176,370
1177,952
1178,942
1179,943
1180,828
1181,810
1182,827
1183,826
1184,515
1185,43
1186,820
1187,821
1188,101
1189,98
1190,338
1191,505
1192,657
1193,1178
1194,96
1195,1068
1196,845
1197,47
1198,48
1199,332
1200,1195
1201,850
1202,951
1203,521
1204,37
1205,334
1206,45
1207,46
1208,41
1209,44
1210,39
1211,40
1212,51
1213,504
1214,262
1215,1048
1216,904
1217,912
1218,927
1219,95
1220,903
1221,603
1222,1063
1223,465
1224,1238
1225,495
1226,33
1227,831
1228,798
1229,118
1230,468
1231,381
1232,325
1233,1077
1234,1286
1235,1244
1236,1078
1237,1165
1238,494
1239,493
1240,489
1241,430
1242,488
1243,490
1244,492
1245,491
1246,1187
1247,964
1248,733
1249,314
1250,16
1251,1026
1252,1262
1253,427
1254,1020
1255,378
1256,978
1257,1135
1258,1133
1259,1132
1260,1134
1261,418
1262,476
1263,1145
1264,1021
1265,1141
1266,466
1267,1147
1268,1146
1269,995
1270,284
1271,1266
1272,432
1273,1073
1274,535
1275,224
1276,536
1277,376
1278,862
1279,387
1280,520
1281,616
1282,613
1283,399
1284,479
1285,1194
1286,591
1287,592
1288,570
1289,1061
1290,503
1291,483
1292,395
1293,1027
1294,507
1295,587
1296,586
1297,775
1298,1076
1299,982
1300,326
1301,291
1302,870
1303,1097
1304,1
