,0
0,1
1,558
2,560
3,17
4,15
5,12
6,18
7,16
8,305
9,306
10,307
11,310
12,312
13,19
14,20
15,1283
16,1153
17,561
18,562
19,13
20,1220
21,14
22,1224
23,407
24,408
25,406
26,405
27,409
28,403
29,404
30,427
31,1183
32,317
33,22
34,314
35,504
36,484
37,930
38,452
39,681
40,525
41,226
42,232
43,928
44,448
45,1032
46,398
47,497
48,672
49,950
50,519
51,245
52,1119
53,657
54,909
55,395
56,70
57,69
58,256
59,254
60,74
61,262
62,855
63,941
64,940
65,944
66,677
67,890
68,705
69,706
70,739
71,738
72,180
73,892
74,792
75,162
76,193
77,581
78,894
79,1190
80,811
81,100
82,902
83,920
84,461
85,921
86,1048
87,789
88,913
89,424
90,794
91,904
92,1303
93,1299
94,367
95,366
96,365
97,364
98,362
99,363
100,361
101,1298
102,359
103,987
104,1030
105,856
106,1294
107,501
108,679
109,259
110,523
111,450
112,481
113,678
114,258
115,1180
116,1271
117,1288
118,1291
119,1292
120,1290
121,1002
122,906
123,1293
124,1235
125,1228
126,1234
127,571
128,63
129,596
130,1202
131,435
132,509
133,808
134,1270
135,1034
136,1232
137,914
138,438
139,881
140,1035
141,510
142,809
143,948
144,1036
145,42
146,915
147,1278
148,422
149,859
150,329
151,1282
152,900
153,660
154,1122
155,924
156,1280
157,878
158,1281
159,459
160,56
161,60
162,61
163,807
164,1084
165,489
166,733
167,964
168,492
169,1083
170,1244
171,1245
172,1246
173,970
174,1085
175,488
176,430
177,996
178,1080
179,1177
180,1179
181,1251
182,1081
183,1022
184,1093
185,1079
186,328
187,867
188,1240
189,1250
190,868
191,79
192,869
193,1287
194,1078
195,1243
196,1242
197,161
198,883
199,1086
200,372
201,220
202,234
203,864
204,774
205,1088
206,1274
207,710
208,1087
209,975
210,628
211,229
212,426
213,124
214,854
215,696
216,400
217,358
218,929
219,480
220,683
221,499
222,673
223,521
224,851
225,252
226,1209
227,754
228,168
229,755
230,829
231,1152
232,1029
233,750
234,751
235,752
236,749
237,1010
238,1009
239,323
240,953
241,267
242,937
243,541
244,888
245,1008
246,974
247,286
248,545
249,544
250,376
251,863
252,542
253,546
254,954
255,271
256,1212
257,270
258,269
259,272
260,273
261,274
262,275
263,966
264,977
265,1223
266,1211
267,1188
268,1159
269,283
270,1095
271,594
272,507
273,1028
274,609
275,1196
276,1121
277,901
278,661
279,925
280,1117
281,460
282,1103
283,1067
284,1169
285,458
286,568
287,36
288,604
289,1166
