,0
0,1
1,557
2,1175
3,577
4,1156
5,415
6,416
7,414
8,412
9,410
10,409
11,427
12,402
13,411
14,428
15,1266
16,1265
17,1151
18,1150
19,19
20,314
21,1153
22,413
23,403
24,404
25,405
26,1262
27,576
28,447
29,1183
30,1157
31,20
32,21
33,1283
34,1154
35,417
36,445
37,444
38,443
39,1267
40,83
41,85
42,84
43,1221
44,1223
45,1211
46,1268
47,977
48,777
49,966
50,324
51,279
52,277
53,954
54,955
55,281
56,776
57,956
58,82
59,1217
60,87
61,552
62,614
63,479
64,498
65,714
66,715
67,338
68,337
69,336
70,335
71,848
72,513
73,847
74,442
75,1146
76,476
77,1092
78,1143
79,1142
80,994
81,991
82,1145
83,487
84,429
85,380
86,1013
87,875
88,985
89,1017
90,1015
91,1016
92,1014
93,995
94,94
95,1147
96,1259
97,1148
98,466
99,1129
100,316
101,1132
102,418
103,1135
104,1133
105,213
106,214
107,217
108,218
109,885
110,1045
111,1212
112,268
113,270
114,269
115,271
116,272
117,275
118,273
119,274
120,276
121,278
122,1160
123,1159
124,534
125,741
126,742
127,374
128,708
129,709
130,1260
131,287
132,748
133,747
134,746
135,745
136,712
137,743
138,744
139,266
140,936
141,952
142,370
143,764
144,763
145,584
146,282
147,971
148,1163
149,1126
150,1257
151,363
152,362
153,366
154,367
155,368
156,1304
157,365
158,179
159,238
160,191
161,650
162,537
163,377
164,890
165,729
166,677
167,947
168,705
169,706
170,186
171,188
172,263
173,969
174,1219
175,219
176,935
177,319
178,916
179,144
180,143
181,141
182,165
183,151
184,189
185,160
186,159
187,1255
188,142
189,140
190,139
191,138
192,136
193,134
194,135
195,133
196,616
197,425
198,241
199,357
200,228
201,198
202,618
203,623
204,622
205,621
206,624
207,727
208,754
209,752
210,751
211,753
212,627
213,629
214,167
215,630
216,631
217,153
218,637
219,636
220,635
221,634
222,633
223,1197
224,176
225,178
226,177
227,152
228,211
229,210
230,174
231,175
232,173
233,166
234,172
235,171
236,628
237,638
238,583
239,641
240,640
241,648
242,642
243,1198
244,980
245,872
246,286
247,1011
248,1010
249,888
250,1009
251,1008
252,974
253,541
254,323
255,371
256,267
257,937
258,953
259,919
260,968
261,1200
262,701
263,700
264,702
265,703
266,684
267,676
268,155
269,685
270,168
271,755
272,756
273,264
274,79
275,869
276,1161
277,877
278,963
279,982
280,1024
281,996
282,1089
283,986
284,382
285,326
286,1076
287,1250
288,774
289,1240
290,1274
291,867
292,876
293,381
294,1023
295,981
296,962
297,325
298,1242
299,1077
300,1241
301,1078
302,1080
303,1022
304,1093
305,446
306,517
307,317
308,22
309,18
310,313
311,511
312,57
313,56
314,810
315,1070
316,897
317,1004
318,806
319,524
320,908
321,73
322,807
323,261
324,525
325,1005
326,395
327,262
328,504
329,1054
330,505
331,255
332,253
333,254
334,256
335,257
336,391
337,61
338,59
339,60
340,599
341,607
342,1052
343,600
344,58
345,1069
346,828
347,826
348,827
349,515
350,824
351,825
352,823
353,334
354,332
355,333
356,437
357,845
358,512
359,844
360,38
361,347
362,345
363,250
364,354
365,355
366,353
367,349
368,350
369,351
370,352
371,651
372,227
373,240
374,197
375,717
376,121
377,719
378,626
379,625
380,749
381,861
382,829
383,169
384,989
385,728
386,976
387,675
388,891
389,154
390,736
391,674
392,699
393,698
394,1199
395,939
396,854
397,124
398,652
399,1125
400,1055
401,123
402,938
403,1029
404,1152
405,683
406,480
407,400
408,673
409,521
410,252
411,851
412,850
413,1209
414,1208
415,852
416,951
417,1193
418,589
419,508
420,587
421,588
422,590
423,62
424,471
425,434
426,592
427,591
428,1194
429,1061
430,949
431,734
432,1001
433,1053
434,1195
435,230
436,929
437,426
438,653
439,200
440,1006
441,1007
442,229
443,199
444,757
445,803
446,1264
447,799
448,455
449,1112
450,527
451,528
452,1062
453,800
454,119
455,934
456,456
457,603
458,1063
459,1238
460,465
461,923
462,1110
463,1115
464,922
465,464
466,1109
467,1108
468,1106
469,1064
470,1204
