,0
0,1
1,557
2,558
3,559
4,560
5,561
6,562
7,732
8,961
9,960
10,959
11,958
12,957
13,2
14,1263
15,1225
16,91
17,992
18,3
19,1025
20,1019
21,1236
22,1262
23,1026
24,402
25,427
26,1090
27,1151
28,1150
29,1265
30,1266
31,1102
32,1101
33,1100
34,1099
35,1020
36,1058
37,4
38,993
39,92
40,378
41,983
42,873
43,1098
44,870
45,978
46,967
47,1097
48,778
49,283
50,1096
51,1095
52,1094
53,972
54,1046
55,886
56,538
57,320
58,917
59,264
60,935
61,1219
62,219
63,218
64,217
65,214
66,213
67,212
68,216
69,319
70,916
71,263
72,969
73,1212
74,268
75,269
76,270
77,271
78,272
79,273
80,274
81,275
82,276
83,277
84,278
85,279
86,1267
87,82
88,956
89,776
90,281
91,955
92,954
93,546
94,545
95,544
96,543
97,542
98,537
99,377
100,1215
101,862
102,376
103,863
104,536
105,225
106,238
107,191
108,190
109,151
110,165
111,189
112,188
113,187
114,186
115,156
116,157
117,158
118,159
119,1284
120,1255
121,140
122,139
123,138
124,137
125,136
126,135
127,134
128,133
129,132
130,131
131,130
132,129
133,128
134,127
135,126
136,125
137,654
138,1254
139,233
140,232
141,231
142,1233
143,1210
144,1214
145,1192
146,506
147,396
148,1222
149,1205
150,397
151,518
152,248
153,898
154,899
155,866
156,849
157,249
158,519
159,950
160,672
161,497
162,398
163,682
164,478
165,928
166,448
167,860
168,1032
169,239
170,226
171,120
172,203
173,202
174,201
175,227
176,240
177,197
178,651
179,717
180,718
181,121
182,719
183,720
184,721
185,722
186,723
187,724
188,725
189,726
190,166
191,172
192,171
193,173
194,174
195,175
196,152
197,176
198,177
199,178
200,1197
201,211
202,210
203,209
204,208
205,207
206,206
207,205
208,204
209,354
210,353
211,352
212,351
213,350
214,349
215,348
216,347
217,346
218,250
219,345
220,344
221,343
222,342
223,341
224,340
225,339
226,338
227,337
228,336
229,335
230,714
231,715
232,716
233,1229
234,25
235,594
236,1028
237,569
238,433
239,470
240,812
241,1027
242,507
243,848
244,847
245,846
246,513
247,437
248,38
249,845
250,512
251,844
252,843
253,97
254,842
255,841
256,790
257,795
258,840
259,839
260,838
261,463
262,837
263,836
264,835
265,834
266,833
267,601
268,526
269,566
270,454
271,832
272,798
273,831
274,33
275,118
276,468
277,495
278,530
279,529
280,1065
281,1105
282,1171
283,1114
284,462
285,921
286,913
287,794
288,788
289,904
290,96
291,1048
292,789
293,905
294,424
295,39
296,40
297,41
298,44
299,45
300,46
301,47
302,48
303,49
304,50
305,51
306,52
307,53
308,432
309,575
310,593
311,26
312,1201
313,595
314,574
315,999
316,713
317,1190
318,109
319,55
320,108
321,107
322,106
323,105
324,104
325,103
326,102
327,101
328,100
329,99
330,98
331,95
332,903
333,787
334,793
335,1111
336,912
337,927
338,1213
339,1253
340,920
341,461
342,1113
343,1170
344,1104
345,1068
346,1168
347,1173
348,926
349,911
350,784
351,786
352,785
353,902
354,666
355,667
356,475
357,331
358,668
359,441
360,669
361,670
362,516
363,671
364,389
365,388
366,387
367,386
368,385
369,384
370,822
371,330
372,423
373,474
374,821
375,820
376,819
377,818
378,817
379,662
380,816
381,782
382,663
383,880
384,783
385,665
386,664
387,515
388,826
389,827
390,828
391,810
392,511
393,1069
394,56
395,57
396,58
397,59
398,60
399,61
400,600
401,394
402,393
403,392
404,391
405,112
406,54
407,390
408,66
409,74
410,395
411,262
412,504
413,484
414,930
415,453
416,245
417,1119
418,658
419,1185
420,855
421,940
422,941
423,942
424,943
425,944
426,945
427,946
428,890
429,729
430,677
431,947
432,737
433,738
434,739
435,740
436,180
437,892
438,893
439,792
440,894
441,162
442,148
443,643
444,194
445,235
446,222
447,533
448,895
449,373
450,865
451,884
452,711
453,1158
454,1128
455,1162
456,1075
457,975
458,328
459,775
460,1076
461,79
462,869
463,982
464,963
465,1024
466,1161
467,877
468,986
469,326
470,382
471,1089
472,996
473,1079
474,1060
475,1080
476,1081
477,1022
