,0
0,1
1,557
2,558
3,559
4,560
5,561
6,562
7,732
8,961
9,960
10,959
11,958
12,957
13,2
14,1225
15,1263
16,1025
17,3
18,992
19,91
20,1019
21,1236
22,1262
23,1150
24,1151
25,1090
26,427
27,402
28,1026
29,1153
30,1283
31,1183
32,447
33,576
34,1176
35,1157
36,1184
37,517
38,446
39,314
40,313
41,312
42,311
43,310
44,309
45,308
46,307
47,306
48,305
49,304
50,303
51,302
52,301
53,300
54,299
55,298
56,297
57,296
58,295
59,294
60,293
61,292
62,291
63,290
64,80
65,289
66,288
67,287
68,748
69,747
70,746
71,745
72,744
73,712
74,743
75,742
76,374
77,741
78,534
79,223
80,236
81,195
82,644
83,149
84,163
85,740
86,739
87,738
88,737
89,180
90,892
91,893
92,792
93,894
94,162
95,148
96,643
97,194
98,235
99,222
100,533
101,895
102,865
103,373
104,532
105,221
106,193
107,582
108,581
109,580
110,179
111,365
112,364
113,363
114,362
115,361
116,360
117,579
118,814
119,830
120,987
121,1030
122,856
123,1302
124,1301
125,655
126,1040
127,450
128,242
129,1295
130,1181
131,1182
132,1296
133,1297
134,1041
135,1042
136,1043
137,1044
138,815
139,1033
140,889
141,813
142,988
143,1074
144,1031
145,1073
146,1056
147,857
148,1072
149,656
150,1071
151,243
152,451
153,482
154,502
155,680
156,260
157,806
158,524
159,908
160,1004
161,72
162,897
163,1070
164,607
165,1052
166,30
167,599
168,61
169,60
170,59
171,58
172,57
173,56
174,1069
175,511
176,810
177,828
178,827
179,826
180,515
181,825
182,824
183,440
184,823
185,43
186,330
187,822
188,423
189,474
190,821
191,820
192,819
193,818
194,817
195,662
196,816
197,782
198,783
199,880
200,663
201,664
202,665
203,666
204,667
205,475
206,331
207,668
208,441
209,669
210,670
211,516
212,671
213,388
214,389
215,387
216,386
217,385
218,384
219,390
220,54
221,112
222,66
223,393
224,392
225,391
226,394
227,74
228,395
229,262
230,504
231,484
232,930
233,453
234,245
235,1119
236,658
237,1185
238,855
239,940
240,941
241,942
242,943
243,944
244,945
245,946
246,890
247,729
248,677
249,947
250,705
251,706
252,164
253,150
254,645
255,196
256,237
257,224
258,535
259,707
260,375
261,708
262,709
263,1260
264,863
265,376
266,862
267,536
268,225
269,238
270,191
271,190
272,151
273,165
274,189
275,188
276,187
277,186
278,156
279,157
280,158
281,159
282,160
283,646
284,215
285,650
286,268
287,269
288,270
289,271
290,272
291,273
292,274
293,275
294,276
295,277
296,278
297,279
298,1267
299,956
300,82
301,83
302,84
303,85
304,86
305,87
306,88
307,89
308,90
309,1188
310,1223
311,1211
312,1268
313,1221
314,324
315,1159
316,966
317,977
318,777
319,282
320,1160
321,1163
322,1126
323,971
324,1045
325,885
326,319
327,916
328,263
329,969
330,1219
331,219
332,218
333,217
334,214
335,213
336,212
337,178
338,177
339,176
340,152
341,175
342,174
343,173
344,172
345,171
346,166
347,726
348,725
349,724
350,723
351,722
352,721
353,720
354,719
355,121
356,718
357,717
358,651
359,197
360,227
361,240
362,356
363,355
364,354
365,353
366,352
367,351
368,350
369,349
370,348
371,347
372,346
373,250
374,345
375,344
376,343
377,342
378,341
379,340
380,339
381,338
382,337
383,336
384,335
385,714
386,715
387,716
388,1229
389,1000
390,1196
391,608
392,609
393,610
394,611
395,251
396,520
397,612
398,613
399,498
400,399
401,614
402,615
403,479
404,616
405,425
406,357
407,241
408,228
409,198
410,617
411,618
412,619
413,122
414,620
415,621
416,622
417,623
418,624
419,625
420,626
421,627
422,167
423,628
424,629
425,630
426,631
427,632
428,153
429,633
430,634
431,635
432,636
433,637
434,638
435,639
436,583
437,640
438,641
439,642
440,648
441,649
442,1198
443,764
444,370
445,952
446,936
447,266
448,918
449,322
450,540
451,887
452,1047
453,973
454,1127
455,1137
456,1138
457,285
458,1139
459,979
460,871
461,1140
462,874
463,984
464,379
465,93
466,994
467,5
468,1059
469,1021
470,1141
471,1142
472,1143
473,1144
474,1092
475,429
476,991
477,476
