,0
0,1
1,557
2,558
3,559
4,562
5,561
6,1236
7,1019
8,551
9,670
10,163
11,149
12,644
13,677
14,762
15,761
16,760
17,1029
18,240
19,123
20,1055
21,725
22,204
23,171
24,172
25,1071
26,656
27,572
28,64
29,435
30,110
31,509
32,1164
33,808
34,1051
35,28
36,597
37,1226
38,1227
39,1202
40,1193
41,586
42,62
43,387
44,388
45,830
46,1041
47,365
48,928
49,448
50,1032
51,860
52,775
53,867
54,1240
55,363
56,1119
57,1194
58,592
59,1033
60,355
61,813
62,988
63,1074
64,1031
65,1073
66,890
67,946
68,945
69,102
70,849
71,899
72,249
73,447
74,302
75,1217
76,642
77,370
78,952
79,74
80,254
81,255
82,909
83,525
84,838
85,835
86,1204
87,1237
88,267
89,919
90,323
91,541
92,30
93,1040
94,107
95,44
96,45
97,46
98,655
99,967
100,376
101,862
102,1008
103,974
104,1200
105,968
106,168
107,755
108,628
109,629
110,118
111,33
112,274
113,580
114,221
115,532
116,373
117,865
118,883
119,710
120,220
121,234
122,975
123,1087
124,364
125,931
126,1023
127,876
128,325
129,420
130,401
131,1246
132,970
133,1084
134,675
135,1152
136,861
137,133
138,964
139,1165
140,733
141,1026
142,578
143,1060
144,382
145,326
146,986
147,877
148,1161
149,1160
150,306
151,164
152,150
153,553
154,554
155,555
156,556
157,327
158,383
159,1155
160,477
161,405
162,1100
163,1099
164,1020
165,990
166,1021
167,1142
168,1259
169,1146
170,466
171,1147
172,442
173,487
174,1145
175,476
176,406
177,407
178,408
179,409
180,177
181,178
182,1304
183,239
184,13
185,12
186,888
187,1011
188,286
189,661
190,1121
191,901
192,879
193,925
194,1117
195,802
196,801
197,606
198,604
199,353
200,352
201,351
202,882
203,56
204,1069
205,511
206,732
207,747
208,748
209,454
210,832
211,1105
212,42
213,786
214,289
215,80
216,678
217,258
218,1245
219,1251
220,303
221,304
222,305
223,659
224,181
225,1054
226,433
227,147
228,264
229,538
230,853
231,938
232,999
233,50
234,1106
235,1109
236,1108
237,464
238,1169
239,1166
240,568
241,584
242,704
243,686
244,687
245,685
246,1173
247,462
248,921
249,1168
250,735
251,55
252,570
253,434
254,603
255,1063
256,1064
257,1238
258,653
259,614
260,615
261,384
262,385
263,574
264,356
265,1178
266,121
267,3
268,1025
269,752
270,753
271,750
272,751
273,393
274,392
275,391
276,1191
277,1103
278,827
279,440
280,823
281,1036
282,473
283,1039
284,884
285,711
286,8
287,7
288,1158
289,1128
290,1162
291,127
292,128
293,129
294,950
295,519
296,918
297,322
298,540
299,1137
300,1127
301,973
302,455
303,1112
304,799
305,933
306,228
307,848
308,847
309,29
310,1038
311,1043
312,1042
313,196
314,534
315,741
316,374
317,742
318,1205
319,518
320,248
321,548
322,81
323,82
324,956
325,145
326,146
327,83
328,84
329,1267
330,1076
331,27
332,260
333,680
334,1098
335,978
336,109
337,858
338,514
339,483
340,247
341,67
342,1190
343,1295
344,183
345,182
346,542
347,1101
348,991
349,5
350,994
351,380
352,985
353,636
354,637
355,976
356,989
357,169
358,601
359,526
360,566
361,790
362,97
363,842
364,474
365,821
366,820
367,527
368,822
369,423
370,330
371,104
372,105
373,106
374,103
375,1220
376,307
377,308
378,740
379,958
380,957
381,214
382,213
383,137
384,138
385,671
386,34
387,934
388,800
389,456
390,1062
391,119
392,1264
393,15
394,1196
395,480
396,929
397,569
398,1028
399,507
400,1027
401,927
402,912
403,1213
404,1253
405,788
406,794
407,1272
408,523
409,907
410,71
411,10
412,11
413,4
414,993
415,92
416,86
417,1163
418,1126
419,971
420,1045
421,654
422,362
423,179
424,68
425,69
426,70
427,1192
428,396
429,859
430,422
431,878
432,1123
433,1224
434,1265
435,175
436,722
437,723
438,724
439,166
440,936
441,266
442,170
443,869
444,192
445,1299
446,502
447,803
448,804
449,731
450,602
451,410
452,411
453,412
454,315
455,426
456,340
457,339
458,767
459,539
460,321
461,1257
462,1059
463,278
464,208
465,207
466,206
467,414
468,979
469,873
