,0
0,1
1,109
2,656
3,1040
4,1065
5,130
6,202
7,422
8,341
9,336
10,796
11,329
12,438
13,894
14,6
15,1135
16,645
17,1150
18,477
19,161
20,1080
21,641
22,978
23,769
24,217
25,399
26,1173
27,795
28,868
29,876
30,969
31,1263
32,107
33,698
34,626
35,863
36,561
37,275
38,773
39,17
40,1189
41,31
42,756
43,170
44,755
45,1152
46,192
47,1024
48,774
49,1274
50,1172
51,1232
52,845
53,665
54,1043
55,394
56,330
57,132
58,1297
59,1247
60,970
61,1084
62,1052
63,258
64,1001
65,1053
66,1193
67,434
68,35
69,831
70,427
71,919
72,184
73,128
74,308
75,903
76,900
77,1070
78,607
79,400
80,509
81,605
82,827
83,451
84,309
85,638
86,1227
87,29
88,524
89,1277
90,761
91,1014
92,653
93,696
94,271
95,738
96,244
97,1303
98,475
99,42
100,249
101,1299
102,1250
103,771
104,813
105,439
106,858
107,141
108,1220
109,1248
110,777
111,374
112,305
113,311
114,576
115,1283
116,284
117,1069
118,236
119,223
120,947
121,1298
122,147
123,1162
124,643
125,1242
126,60
127,931
128,1094
129,870
130,1098
131,78
132,247
133,1170
134,1048
135,1279
136,660
137,694
138,891
139,168
140,159
141,153
142,1294
143,598
144,896
145,262
146,946
147,973
148,1009
149,1013
150,1017
151,767
152,1050
153,571
154,591
155,1061
156,50
157,48
158,461
159,98
160,667
161,926
162,460
163,505
164,245
165,452
166,820
167,1106
168,602
169,933
170,1141
171,286
172,174
173,152
174,176
175,9
176,481
177,655
178,747
179,746
180,954
181,990
182,444
183,265
184,618
185,56
186,805
187,818
188,927
189,1104
190,793
191,342
192,1255
193,716
194,345
195,550
196,559
197,959
198,112
199,213
200,187
201,622
202,1049
203,791
204,1115
205,1010
206,647
207,759
208,736
209,1093
210,32
211,932
212,256
213,255
214,254
215,908
216,574
217,953
218,1143
219,5
220,1059
221,1239
222,319
223,762
224,673
225,68
226,49
227,363
228,364
229,548
230,64
231,1022
232,784
233,456
234,952
235,889
236,1096
237,865
238,145
239,623
240,749
241,684
242,700
243,1215
244,644
245,1116
246,143
247,636
248,634
249,370
250,972
251,750
252,944
253,41
254,1194
255,577
256,282
257,637
258,1238
259,34
260,479
261,1027
262,197
263,702
264,570
265,592
266,886
267,811
268,162
269,1086
270,97
271,842
272,230
273,1125
274,267
275,751
276,757
277,120
278,642
279,124
280,841
281,193
282,895
283,195
284,395
285,1249
286,1268
287,376
288,740
289,862
290,189
291,278
292,1217
293,679
294,677
295,729
296,610
297,613
298,123
299,965
300,1258
301,1129
302,1259
303,873
304,1015
305,487
306,1224
307,1007
308,786
309,506
310,248
311,928
312,672
313,1262
314,1071
315,538
316,1025
317,1267
318,551
319,772
320,860
321,832
322,1210
323,490
324,214
325,1039
326,357
327,897
328,1216
329,218
330,569
331,139
332,1047
333,888
334,918
335,674
336,1006
337,854
338,939
339,594
340,589
341,699
342,1142
343,1139
344,157
345,705
346,385
347,1003
348,599
349,57
350,810
351,915
352,658
353,1230
354,454
355,836
356,1282
357,62
358,333
359,332
360,40
361,681
362,961
363,1110
364,118
365,838
366,878
367,1122
368,1034
369,415
370,83
371,453
372,378
373,1266
374,140
375,783
376,1044
377,359
378,391
379,609
380,1074
381,92
382,71
383,1118
384,604
385,1252
386,823
387,115
388,116
389,298
390,792
391,84
392,1159
393,917
394,763
395,1203
396,386
397,549
398,93
399,1140
400,979
401,850
402,228
403,960
404,1278
405,567
406,1112
407,846
408,338
409,424
410,843
411,910
412,1002
413,260
414,19
415,318
416,211
417,732
418,935
419,650
420,1285
421,958
422,709
423,81
424,869
425,1126
426,565
427,270
428,149
429,20
430,8
431,1223
432,196
433,287
434,706
435,997
436,1301
437,156
438,1134
439,1021
440,352
441,608
442,555
443,768
444,825
445,515
446,849
447,142
448,1119
449,914
450,177
451,1214
452,26
453,1295
454,1032
455,55
456,340
457,470
458,1229
459,349
460,423
461,819
462,1018
463,1221
464,543
465,1095
466,923
467,274
468,281
469,445
470,1241
471,325
472,983
473,1097
474,1161
475,1212
476,89
477,224
478,185
479,632
480,264
481,320
482,144
483,964
484,27
485,596
486,1123
487,473
488,614
489,1199
490,339
491,121
492,719
493,178
494,1055
495,948
496,1035
497,666
498,581
499,687
500,703
501,887
502,322
503,441
504,135
505,1149
506,881
507,899
508,1254
509,682
510,898
511,999
512,24
513,741
514,907
515,817
516,816
517,1028
518,175
519,388
520,853
521,717
522,233
523,989
524,976
525,671
526,483
527,10
528,721
529,1201
530,436
531,398
532,794
533,587
534,601
535,266
536,226
537,1253
538,562
539,88
540,597
541,63
542,102
543,1272
544,458
545,28
546,743
547,1200
548,1197
549,172
550,173
551,209
552,23
553,1103
554,639
555,640
556,901
557,1121
558,521
559,877
560,554
561,1147
562,408
563,407
564,425
565,69
566,940
567,1062
568,167
569,725
570,723
571,621
572,920
573,105
574,1114
575,1171
576,1067
577,1011
578,351
579,138
580,726
581,504
582,1186
583,593
584,822
585,369
586,1138
587,371
588,697
589,129
590,449
591,557
592,379
593,1211
594,7
595,1091
596,85
597,611
598,229
599,246
600,396
601,503
602,745
603,1090
604,405
605,413
606,307
607,1020
608,18
609,722
610,724
611,502
612,906
613,806
614,259
615,1234
616,1273
617,1060
618,534
619,1056
620,221
621,234
622,220
623,1289
624,955
625,552
626,79
627,22
628,420
629,3
630,1120
631,100
632,808
633,113
634,556
635,327
636,1198
637,276
638,497
639,383
640,1087
641,1158
642,74
643,1178
644,366
645,1088
646,77
647,76
648,833
649,526
650,799
651,455
652,678
653,1290
654,882
655,606
656,30
657,38
658,675
659,91
660,628
661,354
662,344
663,1209
664,1218
665,467
666,797
667,855
668,150
669,151
670,104
671,646
672,158
673,210
674,225
675,324
676,235
677,222
678,1077
679,381
680,375
681,708
682,536
683,21
684,1026
685,4
686,779
687,207
688,443
689,1243
690,1082
691,1244
692,488
693,489
694,486
695,1246
696,996
697,295
698,293
699,991
700,690
701,758
702,238
703,1076
704,1179
705,11
706,279
707,814
708,205
709,648
710,1045
711,916
712,160
713,1231
714,924
715,627
716,688
717,872
718,299
719,1208
720,252
721,1225
722,1100
723,459
724,981
725,417
726,406
727,492
728,851
729,227
730,127
731,826
732,664
733,384
734,1154
735,659
736,1008
737,199
738,790
739,560
740,1092
741,1144
742,429
743,136
744,1019
745,416
746,1058
747,1109
748,1207
749,409
750,310
751,263
752,261
753,902
754,188
755,712
756,956
757,146
758,663
759,1226
760,1293
761,662
