,0
0,1
1,557
2,558
3,559
4,562
5,561
6,560
7,732
8,961
9,960
10,959
11,958
12,957
13,2
14,1019
15,91
16,992
17,3
18,1025
19,1263
20,1225
21,90
22,89
23,88
24,87
25,86
26,85
27,84
28,83
29,324
30,279
31,1267
32,956
33,82
34,1217
35,552
36,551
37,556
38,327
39,553
40,554
41,555
42,383
43,8
44,7
45,299
46,300
47,301
48,302
49,303
50,304
51,305
52,306
53,307
54,308
55,1220
56,1261
57,21
58,312
59,313
60,311
61,309
62,310
63,22
64,317
65,318
66,446
67,517
68,314
69,486
70,430
71,488
72,489
73,1187
74,23
75,733
76,964
77,1165
78,1149
79,78
80,76
81,77
82,516
83,671
84,670
85,441
86,669
87,668
88,331
89,665
90,664
91,666
92,667
93,475
94,902
95,785
96,786
97,926
98,911
99,784
100,1105
101,1171
102,1114
103,461
104,920
105,1253
106,787
107,903
108,95
109,98
110,99
111,100
112,101
113,102
114,822
115,330
116,43
117,823
118,440
119,824
120,825
121,515
122,826
123,827
124,828
125,810
126,511
127,1069
128,56
129,57
130,58
131,59
132,60
133,61
134,599
135,1052
136,607
137,1070
138,897
139,245
140,453
141,484
142,504
143,262
144,395
145,261
146,503
147,806
148,260
149,680
150,502
151,482
152,451
153,243
154,483
155,1118
156,657
157,857
158,1072
159,656
160,1071
161,855
162,1255
163,156
164,157
165,158
166,159
167,186
168,187
169,188
170,189
171,151
172,165
173,225
174,238
175,190
176,191
177,376
178,862
179,536
180,1215
181,863
182,1268
183,1223
184,1211
185,1188
186,1236
187,1221
188,966
189,977
190,1159
191,1257
192,1126
193,971
194,885
195,1045
196,1163
197,1160
198,282
199,777
200,276
201,277
202,278
203,275
204,274
205,273
206,272
207,271
208,1212
209,650
210,81
211,549
212,548
213,280
214,547
215,546
216,545
217,544
218,543
219,542
220,537
221,377
222,706
223,705
224,164
225,150
226,645
227,196
228,237
229,224
230,535
231,707
232,375
233,708
234,709
235,743
236,712
237,744
238,745
239,746
240,747
241,748
242,287
243,288
244,289
245,80
246,290
247,291
248,292
249,293
250,294
251,295
252,297
253,298
254,296
255,582
256,581
257,580
258,894
259,643
260,222
261,235
262,895
263,533
264,236
265,223
266,534
267,741
268,374
269,742
270,1260
271,776
272,281
273,955
274,954
275,369
276,694
277,647
278,765
279,265
280,767
281,539
282,321
283,583
284,641
285,640
286,642
287,648
288,649
289,1198
290,764
291,952
292,370
293,936
294,266
295,918
296,322
297,540
298,887
299,1047
300,973
301,1127
302,1137
303,1138
304,285
305,1139
306,979
307,871
308,1140
309,874
310,984
311,379
312,93
313,994
314,5
315,1059
316,1021
317,1144
318,1143
319,1142
320,1141
321,94
322,995
323,6
324,1014
325,1015
326,1016
327,1230
328,1239
329,1018
330,1017
331,1013
332,872
333,980
334,1012
335,286
336,1011
337,1010
338,1009
339,974
340,1008
341,888
342,541
343,323
344,919
345,267
346,937
347,953
348,371
349,968
350,693
351,692
352,585
353,688
354,689
355,687
356,685
357,686
358,155
359,676
360,684
361,170
362,695
363,696
364,697
365,698
366,699
367,700
368,701
369,702
370,703
371,1200
372,691
373,690
374,891
375,675
376,758
377,759
378,760
379,761
380,704
381,762
382,584
383,763
384,951
385,673
386,499
387,400
388,480
389,929
390,426
391,358
392,230
393,200
394,653
395,1006
396,1007
397,854
398,939
399,124
400,652
401,1055
402,1125
403,123
404,938
405,853
406,1029
407,749
408,1152
409,861
410,829
411,989
412,976
413,728
414,169
415,736
416,154
417,674
418,757
419,727
420,756
421,755
422,168
423,754
424,752
425,753
426,750
427,751
428,625
429,624
430,622
431,623
432,621
433,620
434,122
435,618
436,619
437,198
438,617
439,479
440,616
441,425
442,357
443,241
444,228
445,719
446,720
447,121
448,651
449,197
450,240
451,227
452,203
453,202
454,201
455,120
456,226
457,239
458,448
459,860
460,1032
461,1233
462,233
463,232
464,231
465,397
466,1205
467,1222
468,74
469,73
470,1005
471,909
472,525
473,807
474,681
475,999
476,1190
