,0
0,1
1,557
2,558
3,559
4,560
5,960
6,961
7,732
8,1263
9,1225
10,992
11,1026
12,402
13,1153
14,1285
15,1155
16,477
17,1154
18,565
19,563
20,564
21,412
22,411
23,410
24,409
25,408
26,407
27,406
28,405
29,403
30,990
31,428
32,1091
33,1102
34,1101
35,1100
36,1099
37,1020
38,1058
39,4
40,993
41,92
42,378
43,983
44,873
45,1098
46,870
47,978
48,967
49,1097
50,778
51,283
52,1096
53,1095
54,1094
55,972
56,1046
57,886
58,320
59,917
60,264
61,694
62,647
63,369
64,765
65,766
66,265
67,767
68,539
69,321
70,1127
71,973
72,1047
73,887
74,540
75,322
76,918
77,266
78,936
79,952
80,370
81,764
82,1198
83,583
84,639
85,638
86,637
87,636
88,635
89,634
90,633
91,153
92,632
93,631
94,630
95,629
96,628
97,167
98,627
99,626
100,625
101,624
102,622
103,623
104,621
105,620
106,122
107,619
108,618
109,617
110,198
111,228
112,241
113,357
114,425
115,616
116,479
117,615
118,614
119,399
120,498
121,613
122,612
123,251
124,520
125,610
126,609
127,608
128,1000
129,715
130,716
131,1229
132,25
133,594
134,433
135,569
136,1028
137,714
138,336
139,335
140,337
141,338
142,339
143,340
144,341
145,342
146,343
147,344
148,345
149,250
150,346
151,347
152,348
153,349
154,351
155,350
156,353
157,352
158,330
159,822
160,423
161,474
162,820
163,821
164,819
165,818
166,817
167,662
168,816
169,782
170,783
171,880
172,663
173,665
174,664
175,784
176,786
177,785
178,902
179,100
180,101
181,102
182,475
183,331
184,668
185,441
186,669
187,670
188,671
189,516
190,389
191,388
192,387
193,386
194,385
195,384
196,823
197,440
198,824
199,825
200,515
201,826
202,827
203,828
204,810
205,43
206,295
207,296
208,297
209,298
210,299
211,300
212,301
213,302
214,303
215,304
216,1261
217,1220
218,307
219,308
220,309
221,310
222,311
223,312
224,313
225,19
226,20
227,21
228,22
229,830
230,814
231,579
232,360
233,361
234,362
235,363
236,364
237,365
238,179
239,366
240,367
241,368
242,161
243,147
244,192
245,234
246,220
247,1273
248,372
249,864
250,1086
251,883
252,710
253,1088
254,1087
255,1249
256,1272
257,775
258,1075
259,328
260,1076
261,869
262,963
263,982
264,1024
265,1161
266,877
267,986
268,326
269,382
270,1089
271,996
272,1079
273,1060
274,1080
275,1093
276,1022
277,1177
278,1179
279,1287
280,1245
281,1251
282,486
283,488
284,489
285,490
286,1248
287,1247
288,1085
289,970
290,1084
291,1246
292,401
293,420
294,1083
295,1082
296,1244
297,1286
298,1243
299,1078
300,325
301,381
302,1077
303,1242
304,1241
305,876
306,1023
307,962
308,981
309,1250
310,868
311,774
312,1274
313,1240
314,867
315,574
316,1186
317,67
318,68
319,69
320,70
321,247
322,254
323,253
324,30
325,1052
326,607
327,1070
328,897
329,72
330,1004
331,908
332,806
333,260
334,680
335,502
336,482
337,451
338,243
339,1071
340,656
341,1072
342,857
343,1056
344,1031
345,1073
346,1178
347,1185
348,855
349,940
350,941
351,942
352,943
353,944
354,510
355,1037
356,473
357,111
358,436
359,998
360,573
361,65
362,598
363,29
364,1038
365,606
366,1039
367,501
368,679
369,259
370,805
371,523
372,907
373,1003
374,71
375,896
376,605
377,1271
378,1288
379,1002
380,1291
381,906
382,522
383,1293
384,258
385,678
386,500
387,1180
388,1300
389,1292
390,1290
391,1289
392,884
393,711
394,1158
395,1162
396,1128
397,210
398,211
399,209
400,208
401,207
402,206
403,205
404,204
405,120
406,233
407,1233
408,231
409,232
410,226
411,239
412,1032
413,860
414,448
415,928
416,478
417,682
418,398
419,497
420,672
421,950
422,519
423,866
424,849
425,899
426,249
427,24
428,53
429,52
430,51
431,47
432,46
433,45
434,44
435,41
436,40
437,39
438,905
439,424
440,37
441,332
442,334
443,333
444,437
445,38
446,845
447,512
448,846
449,513
450,847
451,848
452,470
453,812
454,1027
455,507
456,1195
457,1034
458,1172
459,1066
460,1124
461,1279
462,1207
463,1206
464,1275
465,1203
466,735
467,1276
468,113
