,0
0,1
1,557
2,558
3,559
4,560
5,561
6,562
7,732
8,961
9,960
10,959
11,958
12,957
13,2
14,1225
15,1263
16,1025
17,3
18,992
19,91
20,90
21,89
22,88
23,87
24,86
25,85
26,84
27,83
28,82
29,956
30,1267
31,279
32,278
33,277
34,276
35,275
36,274
37,273
38,272
39,271
40,270
41,269
42,268
43,1212
44,319
45,916
46,263
47,969
48,1219
49,219
50,218
51,217
52,214
53,213
54,212
55,216
56,1216
57,146
58,145
59,144
60,143
61,142
62,141
63,140
64,139
65,138
66,137
67,136
68,135
69,134
70,133
71,132
72,131
73,130
74,129
75,128
76,127
77,126
78,125
79,1254
80,233
81,232
82,231
83,1233
84,1210
85,1214
86,1192
87,506
88,396
89,1222
90,1205
91,397
92,248
93,898
94,849
95,866
96,899
97,249
98,519
99,950
100,672
101,497
102,398
103,682
104,478
105,928
106,448
107,860
108,1032
109,239
110,226
111,120
112,204
113,205
114,206
115,207
116,208
117,209
118,210
119,211
120,1197
121,175
122,174
123,173
124,172
125,171
126,166
127,726
128,725
129,724
130,723
131,722
132,721
133,720
134,719
135,121
136,718
137,717
138,651
139,197
140,227
141,240
142,356
143,355
144,354
145,353
146,352
147,351
148,350
149,349
150,348
151,347
152,346
153,250
154,345
155,344
156,343
157,342
158,341
159,340
160,339
161,716
162,715
163,714
164,594
165,25
166,1028
167,569
168,433
169,470
170,812
171,1027
172,507
173,848
174,847
175,513
176,846
177,437
178,38
179,845
180,512
181,844
182,843
183,97
184,842
185,841
186,790
187,795
188,840
189,839
190,838
191,463
192,837
193,836
194,835
195,834
196,833
197,601
198,526
199,566
200,454
201,832
202,798
203,831
204,33
205,118
206,468
207,495
208,1264
209,803
210,804
211,731
212,1204
213,1237
214,119
215,34
216,934
217,800
218,1062
219,456
220,528
221,603
222,1063
223,1064
224,1238
225,1115
226,465
227,923
228,1110
229,1120
230,796
231,791
232,1049
233,1256
234,922
235,464
236,1109
237,1108
238,1106
239,1107
240,602
241,527
242,455
243,1112
244,799
245,933
246,588
247,589
248,508
249,590
250,471
251,62
252,434
253,570
254,591
255,592
256,1194
257,1061
258,949
259,734
260,1001
261,1053
262,1208
263,850
264,851
265,252
266,852
267,1209
268,521
269,951
270,673
271,499
272,400
273,683
274,480
275,929
276,426
277,358
278,230
279,200
280,653
281,1006
282,1007
283,124
284,854
285,939
286,1199
287,695
288,696
289,697
290,698
291,699
292,700
293,701
294,702
295,703
296,676
297,684
298,155
299,685
300,686
301,687
302,688
303,689
304,690
305,691
306,585
307,692
308,693
309,968
310,371
311,953
312,937
313,267
314,919
315,323
316,541
317,888
318,1008
319,974
320,1009
321,1010
322,1011
323,286
324,1012
325,980
326,872
327,1013
328,875
329,985
330,380
331,94
332,995
333,6
334,1014
335,1015
336,1016
337,1017
338,1018
339,1239
340,1230
341,1144
342,1143
343,1142
344,1141
345,1021
346,1059
347,5
348,994
349,93
350,379
351,984
352,874
353,1140
354,871
355,979
356,1139
357,285
358,1138
359,1137
360,1127
361,973
362,1047
363,887
364,540
365,322
366,918
367,266
368,936
369,952
370,370
371,764
372,1198
373,649
374,648
375,642
376,641
377,640
378,583
379,639
380,638
381,637
382,636
383,635
384,634
385,633
386,153
387,632
388,631
389,630
390,629
391,628
392,167
393,627
394,626
395,625
396,624
397,623
398,622
399,621
400,620
401,122
402,619
403,618
404,617
405,198
406,228
407,241
408,357
409,425
410,616
411,479
412,615
413,614
414,399
415,498
416,613
417,612
418,520
419,251
420,611
421,610
422,609
423,608
424,1196
425,1000
426,1229
427,338
428,337
429,336
430,335
431,334
432,333
433,332
434,37
435,39
436,40
437,41
438,44
439,45
440,46
441,47
442,48
443,49
444,50
445,51
446,52
447,53
448,811
449,432
450,575
451,593
452,1201
453,26
454,595
455,574
456,999
457,713
458,1190
459,109
460,55
461,108
462,107
463,106
464,105
465,104
466,103
467,102
468,101
469,100
470,99
471,98
472,95
473,903
474,787
475,793
476,1111
