,0
0,1
1,557
2,558
3,559
4,560
5,561
6,562
7,732
8,633
9,1270
10,1164
11,509
12,808
13,549
14,81
15,550
16,551
17,552
18,553
19,554
20,555
21,556
22,327
23,405
24,406
25,407
26,408
27,409
28,410
29,411
30,412
31,315
32,413
33,414
34,415
35,416
36,417
37,445
38,444
39,443
40,1224
41,84
42,85
43,86
44,87
45,88
46,346
47,349
48,348
49,507
50,1027
51,470
52,569
53,433
54,1028
55,594
56,25
57,950
58,519
59,249
60,899
61,879
62,925
63,1117
64,1124
65,1066
66,1172
67,568
68,1281
69,1116
70,878
71,924
72,660
73,1122
74,780
75,900
76,1282
77,1277
78,422
79,859
80,329
81,1231
82,881
83,438
84,914
85,1232
86,729
87,890
88,946
89,945
90,889
91,705
92,706
93,150
94,164
95,58
96,59
97,60
98,61
99,57
100,56
101,1069
102,511
103,487
104,1145
105,476
106,991
107,429
108,1092
109,1144
110,1143
111,1142
112,1141
113,1021
114,1059
115,5
116,994
117,93
118,379
119,984
120,874
121,1140
122,871
123,979
124,1139
125,867
126,1240
127,1274
128,774
129,868
130,1250
131,1076
132,79
133,328
134,775
135,193
136,643
137,194
138,222
139,235
140,533
141,895
142,195
143,644
144,149
145,163
146,748
147,747
148,746
149,745
150,744
151,712
152,743
153,1260
154,453
155,245
156,941
157,940
158,942
159,943
160,944
161,32
162,932
163,797
164,117
165,116
166,115
167,467
168,1189
169,496
170,31
171,113
172,1218
173,1276
174,735
175,1203
176,1275
177,1206
178,1207
179,1279
180,730
181,459
182,1280
183,270
184,269
185,274
186,273
187,272
188,271
189,1020
190,1099
191,1100
192,1101
193,1102
194,1091
195,428
196,990
197,1265
198,1266
199,427
200,1090
201,1151
202,1150
203,1262
204,779
205,965
206,1045
207,971
208,1126
209,1163
210,1046
211,972
212,1094
213,1095
214,234
215,220
216,1273
217,368
218,367
219,366
220,237
221,224
222,535
223,375
224,708
225,709
226,726
227,725
228,724
229,723
230,722
231,721
232,720
233,719
234,121
235,718
236,717
237,651
238,197
239,227
240,240
241,356
242,355
243,354
244,353
245,352
246,351
247,350
248,345
249,875
250,985
251,380
252,1013
253,872
254,980
255,655
256,1301
257,1040
258,484
259,930
260,968
261,693
262,323
263,541
264,1008
265,888
266,974
267,1011
268,286
269,1009
270,1010
271,1287
272,1179
273,1177
274,1089
275,382
276,326
277,986
278,877
279,1161
280,1024
281,963
282,982
283,869
284,876
285,1023
286,981
287,962
288,1222
289,1205
290,1210
291,449
292,246
293,1054
294,659
295,181
296,183
297,182
298,185
299,184
300,1293
301,522
302,1002
303,1291
304,1290
305,1292
306,1288
307,1289
308,128
309,129
310,127
311,301
312,299
313,300
314,9
315,8
316,7
317,303
318,304
319,1220
320,1261
321,293
322,294
323,295
324,296
325,297
326,298
327,292
328,291
329,916
330,319
331,264
332,935
333,218
334,219
335,1219
336,263
337,969
338,324
339,279
340,313
341,312
342,311
343,308
344,307
345,306
346,305
347,486
348,430
349,1248
350,1085
351,970
352,1084
353,1246
354,1244
355,1082
356,1083
357,420
358,401
359,1247
360,1251
361,1245
362,78
363,77
364,76
365,75
366,1187
367,23
368,733
369,964
370,1165
371,1149
372,1064
373,1063
374,528
375,603
376,1238
377,1108
378,1109
379,464
380,922
381,465
382,1115
383,1110
384,923
385,737
386,738
387,739
388,180
389,854
390,939
391,124
392,696
393,697
394,698
395,699
396,700
397,701
398,702
399,703
400,170
401,676
402,684
403,627
404,626
405,625
406,623
407,624
408,622
409,621
410,620
411,122
412,619
413,618
414,617
415,198
416,228
417,357
418,425
419,479
420,615
421,614
422,616
423,172
424,173
425,399
426,498
427,613
428,612
429,520
430,52
431,53
432,51
433,811
434,105
435,104
436,103
437,331
438,668
439,441
440,669
441,894
442,892
443,893
444,147
445,161
446,1303
447,1299
448,1298
449,359
450,1285
451,688
452,687
453,686
454,685
455,675
456,891
457,728
458,976
459,861
460,1152
461,1029
462,749
463,853
464,938
465,123
466,1055
