,0
0,1
1,885
2,1045
3,983
4,1197
5,520
6,926
7,911
8,932
9,664
10,666
11,1215
12,536
13,224
14,51
15,427
16,1032
17,1272
18,611
19,273
20,840
21,602
22,464
23,650
24,705
25,890
26,1117
27,443
28,869
29,52
30,1057
31,1065
32,591
33,776
34,226
35,341
36,250
37,1031
38,25
39,756
40,672
41,515
42,158
43,209
44,283
45,1096
46,8
47,280
48,542
49,877
50,698
51,55
52,1120
53,449
54,398
55,759
56,736
57,638
58,1188
59,920
60,54
61,1210
62,1073
63,1146
64,996
65,867
66,550
67,1178
68,246
69,1150
70,972
71,1094
72,558
73,171
74,233
75,61
76,1130
77,1295
78,824
79,826
80,214
81,1216
82,141
83,320
84,532
85,854
86,270
87,210
88,211
89,306
90,988
91,1162
92,1293
93,814
94,1081
95,966
96,719
97,747
98,846
99,797
100,62
101,471
102,588
103,621
104,1063
105,603
106,548
107,1281
108,1121
109,1113
110,1286
111,865
112,373
113,1128
114,880
115,783
116,662
117,821
118,815
119,777
120,704
121,761
122,278
123,202
124,121
125,1051
126,222
127,81
128,954
129,917
130,154
131,741
132,82
133,956
134,753
135,671
136,828
137,1115
138,1109
139,871
140,1140
141,330
142,763
143,860
144,844
145,352
146,89
147,1301
148,907
149,845
150,101
151,1133
152,1132
153,699
154,1138
155,938
156,152
157,1152
158,565
159,444
160,1131
161,676
162,697
163,147
164,746
165,948
166,572
167,253
168,470
169,1061
170,1006
171,943
172,946
173,131
174,1143
175,87
176,301
177,166
178,726
179,213
180,1297
181,98
182,667
183,641
184,205
185,721
186,477
187,20
188,1153
189,1226
190,571
191,1164
192,282
193,441
194,1269
195,111
196,1167
197,19
198,576
199,1158
200,1043
201,648
202,936
203,1229
204,1247
205,1085
206,1165
207,868
208,1107
209,608
210,223
211,752
212,778
213,539
214,567
215,1067
216,1278
217,910
218,1245
219,679
220,259
221,241
222,228
223,123
224,827
225,375
226,838
227,790
228,1025
229,773
230,590
231,606
232,1052
233,768
234,1090
235,1261
236,456
237,230
238,855
239,368
240,300
241,555
242,554
243,971
244,1163
245,60
246,353
247,423
248,389
249,138
250,1234
251,483
252,33
253,566
254,53
255,369
256,195
257,66
258,1118
259,16
260,236
261,633
262,377
263,1154
264,707
265,535
266,615
267,153
268,1304
269,69
270,792
271,893
272,1227
273,243
274,43
275,1258
276,849
277,74
278,1221
279,94
280,277
281,281
282,862
283,164
284,346
285,609
286,610
287,140
288,1254
289,1151
290,1060
291,1022
292,488
293,382
294,1177
295,76
296,1156
297,142
298,361
299,359
300,1303
301,927
302,784
303,785
304,391
305,1002
306,367
307,208
308,472
309,764
310,647
311,873
312,765
313,982
314,493
315,816
316,1174
317,190
318,165
319,645
320,1255
321,157
322,159
323,9
324,15
325,1285
326,434
327,1053
328,310
329,1155
330,636
331,479
332,640
333,231
334,526
335,619
336,178
337,83
338,632
339,717
340,718
341,620
342,122
343,1238
344,1064
345,265
346,722
347,723
348,354
349,762
350,1239
351,1230
352,261
353,930
354,716
355,749
356,614
357,951
358,665
359,1119
360,1212
361,1099
362,92
363,403
364,146
365,151
366,578
367,1233
368,714
369,623
370,624
371,989
372,695
373,439
374,570
375,498
376,939
377,696
378,317
