,0
0,1
1,1300
2,1002
3,587
4,586
5,62
6,434
7,590
8,954
9,1156
10,1030
11,987
12,366
13,367
14,433
15,425
16,1103
17,781
18,595
19,719
20,723
21,725
22,724
23,667
24,880
25,965
26,779
27,398
28,712
29,376
30,650
31,215
32,223
33,644
34,236
35,246
36,1185
37,1015
38,5
39,892
40,1173
41,593
42,1161
43,982
44,868
45,1060
46,426
47,627
48,628
49,167
50,175
51,700
52,755
53,1017
54,318
55,142
56,151
57,1255
58,1205
59,101
60,673
61,643
62,1088
63,502
64,229
65,199
66,611
67,355
68,873
69,299
70,381
71,308
72,10
73,144
74,1216
75,131
76,716
77,1184
78,576
79,1183
80,20
81,21
82,1245
83,407
84,1020
85,972
86,1045
87,1163
88,971
89,1257
90,866
91,256
92,823
93,474
94,821
95,662
96,386
97,1180
98,481
99,536
100,153
101,633
102,569
103,344
104,345
105,250
106,615
107,399
108,470
109,517
110,774
111,140
112,705
113,1044
114,856
115,1133
116,1134
117,1135
118,166
119,181
120,262
121,484
122,359
123,945
124,117
125,797
126,1042
127,889
128,729
129,1290
130,1051
131,28
132,1024
133,1233
134,472
135,1137
136,952
137,758
138,583
139,760
140,637
141,989
142,939
143,1055
144,1215
145,294
146,293
147,295
148,562
149,1248
150,969
151,767
152,321
153,539
154,685
155,1075
156,220
157,234
158,1023
159,981
160,362
161,368
162,363
163,364
164,193
165,192
166,1273
167,1272
168,864
169,518
170,1228
171,571
172,997
173,944
174,946
175,290
176,210
177,198
178,121
179,1152
180,422
181,528
182,1077
183,1274
184,1240
185,326
186,1234
187,287
188,741
189,1098
190,439
191,816
192,512
193,30
194,928
195,478
196,898
197,70
198,69
199,336
200,337
201,1034
202,554
203,556
204,327
205,1221
206,1211
207,1268
208,1279
209,113
210,469
211,1275
212,1218
213,508
214,589
215,734
216,1053
217,1001
218,282
219,1160
220,1131
221,777
222,559
223,1150
224,403
225,1223
226,1263
227,89
228,87
229,224
230,237
231,335
232,52
233,37
234,108
235,992
236,1236
237,1162
238,266
239,415
240,622
241,240
242,25
243,125
244,1227
245,833
246,463
247,834
248,119
249,34
250,731
251,933
252,796
253,923
254,1110
255,791
256,922
257,1109
258,495
259,1264
260,1057
261,726
262,201
263,882
264,817
265,818
266,839
267,837
268,836
269,102
270,103
271,65
272,63
273,1003
274,824
275,904
276,776
277,277
278,195
279,739
280,161
281,123
282,938
283,829
284,1047
285,371
286,171
287,378
288,211
289,207
290,146
291,152
292,176
293,1254
294,1262
295,120
296,653
297,357
298,241
299,720
300,941
301,813
302,988
303,1074
304,581
305,582
306,625
307,752
308,674
309,736
310,1046
311,39
312,51
313,506
314,1050
315,1202
316,466
317,624
318,861
319,169
320,757
321,727
322,778
323,1130
324,959
325,80
326,708
327,742
328,374
329,743
330,533
331,288
332,748
333,448
334,984
335,94
336,1126
337,557
338,305
339,1220
340,1261
341,996
342,1079
343,1301
344,164
345,1250
346,580
347,737
348,871
349,212
350,213
351,209
352,160
353,394
354,524
355,806
356,908
357,654
358,620
359,621
360,110
361,808
362,686
363,687
364,675
365,267
366,937
367,302
368,300
369,430
370,486
371,162
372,1061
373,658
374,857
375,1072
376,947
377,738
378,545
379,543
380,319
381,219
382,916
383,358
384,208
385,59
386,107
387,118
388,840
389,795
390,97
391,843
392,841
393,903
394,665
395,810
396,511
397,1069
398,188
399,159
400,135
401,279
402,706
403,740
404,887
405,280
406,555
407,553
408,747
409,184
410,182
411,940
412,1119
413,504
414,245
415,247
416,15
417,477
418,22
419,1147
420,1136
421,314
422,1153
423,1285
424,410
425,253
426,68
427,679
428,106
429,811
430,975
431,401
432,986
433,877
434,408
435,405
436,1212
437,406
438,563
439,409
440,413
441,578
442,990
443,310
444,311
445,1082
446,492
447,75
448,482
449,681
450,1085
451,298
452,221
453,895
454,963
455,698
456,749
457,200
458,754
459,728
460,449
461,1054
462,375
463,547
464,493
465,531
466,56
467,57
468,436
469,297
470,885
471,801
472,802
473,617
474,521
475,852
476,851
477,1197
478,11
479,1217
480,145
481,703
482,230
483,683
484,480
485,1170
486,390
487,828
488,95
489,96
490,646
491,187
492,404
493,442
494,1145
495,476
496,855
497,1007
498,929
499,753
500,339
501,400
502,114
503,1172
504,1121
505,782
506,858
507,896
508,605
509,721
510,773
511,265
512,58
513,826
514,515
515,387
516,388
517,784
518,1181
519,1182
520,1295
521,660
522,1231
523,688
524,585
525,692
526,710
527,1249
528,373
529,906
530,1271
531,1289
532,499
533,951
534,616
535,479
536,513
537,1214
538,612
539,251
540,717
541,283
542,560
543,561
544,961
545,225
546,196
547,787
548,912
549,793
550,789
551,243
552,1071
553,546
554,999
555,574
556,1129
557,421
558,1151
559,1019
560,966
561,1095
562,320
563,771
564,770
565,2
566,274
567,275
568,278
569,544
570,82
571,177
572,90
573,86
574,977
575,1096
576,428
577,1266
578,978
579,1012
580,958
581,967
582,1097
583,92
584,1058
585,226
586,24
587,432
588,1132
589,689
590,155
591,639
592,1198
593,638
594,704
595,893
596,1039
597,606
598,666
599,112
600,138
601,1201
602,74
603,61
604,788
605,668
606,44
607,45
608,1105
609,228
610,886
611,154
612,1029
613,973
614,1230
615,991
616,4
617,1099
618,1100
619,1101
620,289
621,473
622,998
623,894
624,1267
625,281
626,956
627,548
628,3
629,1070
630,735
631,1276
632,1207
633,925
634,550
635,552
636,732
637,957
638,1144
639,1092
640,872
641,994
642,656
643,43
644,1166
645,333
646,343
647,342
648,351
649,497
650,424
651,913
652,1065
653,457
654,664
655,911
656,456
657,642
658,322
659,1127
660,711
661,884
662,1128
663,579
664,361
665,360
666,1299
667,830
668,365
669,1304
670,29
671,42
672,514
673,111
674,329
675,1066
676,820
677,672
678,519
679,950
680,849
681,249
682,347
683,1000
684,350
685,352
686,438
687,768
688,769
689,1014
690,875
691,1013
692,980
693,974
694,285
695,968
696,936
697,917
698,216
699,268
700,1093
701,1080
702,1225
703,88
704,85
705,324
706,919
707,323
708,1010
709,1008
710,854
711,718
712,206
713,205
714,204
715,189
716,32
717,604
718,35
719,419
720,881
721,914
722,1232
723,1036
724,809
725,50
726,558
727,1192
728,1222
729,1052
730,60
731,500
732,258
733,751
734,26
735,235
736,104
737,799
738,1062
739,800
740,31
741,568
742,1278
743,1189
744,794
745,902
746,1111
747,460
748,1252
749,1269
750,1186
751,1038
752,803
753,441
754,331
755,455
756,464
757,527
758,340
759,66
760,927
761,98
762,99
763,454
764,526
765,831
766,798
767,804
768,1256
769,603
770,1204
771,1106
772,1073
773,180
774,485
775,505
776,901
777,36
778,661
779,467
780,458
781,475
782,775
783,79
784,890
785,943
786,805
787,64
788,1288
789,49
790,575
791,676
792,239
793,931
794,853
795,19
796,9
797,652
798,695
799,702
800,1200
801,918
802,684
803,759
804,756
805,1027
806,437
807,846
808,750
809,619
810,715
811,47
812,185
813,183
814,1284
815,542
816,190
817,537
818,1260
819,907
820,678
821,522
822,1226
823,1270
824,572
825,680
826,1004
827,328
828,1043
829,905
830,46
831,48
832,40
833,41
834,641
835,640
836,369
837,766
838,541
839,935
840,264
841,1219
842,1213
843,1113
844,786
845,100
846,860
847,600
848,598
849,71
850,423
851,534
852,218
853,217
854,214
855,170
856,699
857,964
858,1037
859,1280
860,1122
861,924
862,1303
863,814
864,1041
865,325
866,1063
867,1238
868,645
869,238
870,273
871,126
872,128
873,1084
874,1247
875,970
876,307
877,309
878,1090
879,427
880,6
881,995
882,186
883,156
884,1011
885,286
886,985
887,380
888,694
889,862
890,761
891,255
892,248
893,655
894,1297
895,1298
896,510
897,573
898,772
899,1094
900,701
901,173
902,172
903,252
904,1009
905,269
906,270
907,271
908,863
909,8
910,55
911,1190
912,713
913,626
914,1120
915,1107
916,1005
917,73
918,832
919,529
920,530
921,127
922,133
923,257
924,395
925,930
926,1056
927,783
928,1064
929,1108
930,397
931,949
932,348
933,670
934,671
935,516
936,1067
937,1191
938,194
939,149
940,150
941,134
942,158
943,764
944,649
945,648
946,540
947,1138
948,1244
949,1078
950,76
951,1155
952,1246
953,733
954,197
955,227
956,609
957,608
958,594
959,812
960,494
961,488
962,1149
963,707
964,535
965,744
966,296
967,647
968,392
969,393
970,845
971,842
972,844
973,1193
974,592
975,591
976,1006
977,1115
978,1251
979,23
980,489
981,77
982,13
983,14
984,12
985,304
986,306
987,18
988,960
989,507
990,109
991,503
992,260
993,483
994,953
995,693
996,416
997,412
998,315
999,402
1000,1154
1001,1083
1002,1243
1003,876
1004,1242
1005,420
1006,827
1007,746
1008,396
1009,1258
1010,1148
1011,1293
1012,1292
1013,1291
1014,669
1015,807
1016,663
1017,785
1018,317
1019,1157
1020,1175
1021,136
1022,677
1023,385
1024,1022
1025,1081
1026,1286
1027,372
1028,1209
1029,790
1030,124
1031,610
1032,850
1033,942
1034,67
1035,254
1036,682
1037,1178
1038,657
1039,509
1040,1124
1041,1142
1042,1141
1043,1018
1044,1016
1045,538
1046,370
1047,453
1048,451
1049,440
1050,137
1051,709
1052,276
1053,635
1054,634
1055,349
1056,1196
1057,38
1058,1171
1059,1104
1060,983
1061,1059
1062,379
1063,93
1064,312
1065,313
1066,577
1067,549
1068,714
1069,1229
1070,1028
1071,921
1072,54
1073,897
1074,72
1075,792
1076,722
1077,651
1078,899
1079,730
1080,1203
1081,567
1082,431
1083,1068
1084,920
1085,1253
1086,462
1087,601
1088,33
1089,926
1090,1168
1091,838
1092,566
1093,141
1094,233
1095,232
1096,1032
1097,202
1098,132
1099,263
1100,490
1101,491
1102,1146
1103,487
1104,1143
1105,1021
1106,429
1107,979
1108,1140
1109,414
1110,565
1111,203
1112,1210
1113,231
1114,1265
1115,1102
1116,139
1117,909
1118,525
1119,115
1120,116
1121,496
1122,91
1123,84
1124,745
1125,291
1126,292
1127,551
1128,27
1129,435
1130,1164
1131,1035
1132,948
1133,391
1134,1031
1135,130
1136,870
1137,891
1138,122
1139,763
1140,584
1141,1208
1142,888
1143,284
1144,447
1145,446
1146,1283
1147,1176
1148,847
1149,1123
1150,825
1151,330
1152,822
1153,910
1154,1167
1155,1117
1156,1169
1157,819
1158,607
1159,259
1160,1294
1161,932
1162,613
1163,614
1164,129
1165,765
1166,498
1167,384
1168,1112
1169,1048
1170,1114
1171,78
1172,659
1173,696
1174,697
1175,596
1176,1235
1177,1241
1178,1179
1179,1177
1180,1089
1181,532
1182,178
1183,867
1184,382
1185,272
1186,179
1187,835
1188,468
1189,1187
1190,1296
1191,1302
1192,815
1193,1282
1194,780
1195,1174
1196,459
1197,1116
1198,878
1199,1281
1200,1277
1201,900
1202,859
1203,1086
1204,1087
1205,883
1206,1158
1207,450
1208,501
1209,523
1210,242
1211,1040
1212,147
1213,222
1214,1159
1215,874
1216,83
1217,1188
1218,1025
1219,564
1220,16
1221,17
1222,383
