,0
0,1
1,557
2,558
3,559
4,560
5,561
6,562
7,961
8,960
9,959
10,958
11,957
12,2
13,1225
14,1263
15,1025
16,3
17,992
18,91
19,90
20,89
21,88
22,87
23,86
24,85
25,84
26,83
27,1267
28,279
29,278
30,277
31,276
32,275
33,274
34,273
35,272
36,271
37,270
38,269
39,268
40,650
41,215
42,646
43,160
44,159
45,158
46,157
47,156
48,1255
49,1284
50,141
51,142
52,143
53,144
54,145
55,146
56,1216
57,216
58,217
59,218
60,219
61,1219
62,969
63,263
64,916
65,319
66,885
67,1045
68,971
69,1126
70,1163
71,1160
72,282
73,777
74,1159
75,966
76,977
77,1221
78,1268
79,1211
80,1223
81,1188
82,1236
83,1019
84,1262
85,1026
86,402
87,427
88,1090
89,1151
90,1150
91,1265
92,1266
93,1102
94,1101
95,1100
96,1099
97,1020
98,1058
99,4
100,993
101,92
102,378
103,983
104,873
105,1098
106,870
107,978
108,967
109,1097
110,778
111,283
112,1096
113,1095
114,1094
115,972
116,1046
117,886
118,538
119,320
120,917
121,264
122,935
123,214
124,213
125,212
126,178
127,177
128,176
129,152
130,175
131,174
132,173
133,172
134,171
135,166
136,726
137,725
138,724
139,723
140,722
141,721
142,720
143,719
144,121
145,718
146,717
147,651
148,197
149,227
150,240
151,356
152,355
153,354
154,353
155,352
156,351
157,350
158,349
159,348
160,347
161,346
162,250
163,345
164,344
165,343
166,342
167,341
168,340
169,339
170,338
171,337
172,336
173,335
174,714
175,715
176,716
177,1229
178,1000
179,608
180,609
181,610
182,611
183,251
184,520
185,612
186,613
187,498
188,399
189,614
190,615
191,479
192,616
193,425
194,357
195,241
196,228
197,198
198,617
199,618
200,619
201,122
202,620
203,621
204,622
205,623
206,624
207,625
208,626
209,627
210,167
211,628
212,629
213,630
214,631
215,632
216,153
217,633
218,634
219,635
220,636
221,637
222,638
223,639
224,583
225,640
226,641
227,642
228,648
229,649
230,1198
231,764
232,370
233,952
234,936
235,266
236,918
237,322
238,540
239,887
240,1047
241,973
242,1127
243,1137
244,1138
245,285
246,1139
247,979
248,871
249,1140
250,874
251,984
252,379
253,93
254,994
255,5
256,1059
257,1021
258,1141
259,1142
260,1143
261,1144
262,1092
263,429
264,991
265,476
266,1145
267,487
268,442
269,1146
270,466
271,1147
272,1148
273,1259
274,1130
275,1129
276,1258
277,1131
278,316
279,421
280,1132
281,1133
282,1134
283,1135
284,418
285,1136
286,445
287,417
288,416
289,415
290,414
291,413
292,315
293,412
294,411
295,410
296,409
297,408
298,407
299,406
300,405
301,404
302,403
303,1224
304,990
305,428
306,1091
307,443
308,444
309,565
310,564
311,563
312,1153
313,1283
314,317
315,318
316,1183
317,447
318,576
319,1176
320,1157
321,1184
322,1156
323,577
324,1155
325,477
326,1154
327,1285
328,578
329,1175
330,18
331,17
332,16
333,15
334,14
335,13
336,12
337,11
338,10
339,9
340,8
341,7
342,383
343,327
344,556
345,555
346,554
347,553
348,552
349,551
350,550
351,81
352,549
353,548
354,280
355,547
356,546
357,545
358,544
359,543
360,542
361,537
362,377
363,1215
364,376
365,862
366,536
367,225
368,238
369,191
370,190
371,151
372,165
373,189
374,188
375,187
376,186
377,185
378,184
379,183
380,182
381,945
382,946
383,890
384,729
385,677
386,947
387,737
388,738
389,739
390,740
391,163
392,149
393,644
394,195
395,236
396,223
397,534
398,741
399,374
400,742
401,743
402,712
403,744
404,745
405,746
406,747
407,748
408,287
409,288
410,289
411,80
412,290
413,291
414,292
415,293
416,294
417,295
418,296
419,297
420,298
421,299
422,300
423,301
424,302
425,303
426,304
427,305
428,306
429,307
430,308
431,1261
432,1220
433,309
434,310
435,311
436,312
437,313
438,314
439,446
440,517
441,22
442,21
443,20
444,19
445,732
446,1217
447,82
448,956
449,776
450,281
451,955
452,954
453,1257
454,1212
455,863
456,1260
457,709
458,708
459,375
460,707
461,535
462,224
463,237
464,196
465,645
466,150
467,164
468,706
469,705
470,180
471,892
472,893
473,792
