,0
0,1
1,557
2,558
3,559
4,560
5,561
6,562
7,10
8,9
9,8
10,7
11,305
12,306
13,307
14,308
15,1261
16,1220
17,17
18,18
19,19
20,20
21,21
22,22
23,317
24,318
25,447
26,1183
27,576
28,1176
29,1157
30,1184
31,314
32,313
33,312
34,311
35,310
36,309
37,397
38,1205
39,1222
40,1192
41,506
42,396
43,257
44,256
45,255
46,254
47,247
48,68
49,69
50,70
51,253
52,740
53,738
54,739
55,737
56,705
57,706
58,164
59,150
60,645
61,196
62,536
63,225
64,238
65,1215
66,863
67,376
68,862
69,269
70,270
71,1212
72,268
73,271
74,272
75,273
76,274
77,650
78,377
79,537
80,996
81,1089
82,382
83,245
84,1119
85,658
86,1185
87,855
88,505
89,485
90,246
91,1054
92,1064
93,1238
94,1107
95,602
96,527
97,455
98,1112
99,799
100,933
101,800
102,934
103,119
104,34
105,1237
106,1204
107,804
108,803
109,1264
110,731
111,922
112,464
113,1108
114,1109
115,923
116,1110
117,1120
118,796
119,791
120,1049
121,1256
122,352
123,351
124,350
125,349
126,348
127,347
128,346
129,74
130,1186
131,432
132,108
133,107
134,106
135,102
136,40
137,41
138,44
139,45
140,46
141,47
142,48
143,49
144,50
145,51
146,53
147,52
148,337
149,336
150,335
151,470
152,812
153,197
154,227
155,240
156,1233
157,232
158,231
159,226
160,239
161,1032
162,448
163,860
164,928
165,478
166,682
167,398
168,497
169,672
170,950
171,820
172,821
173,474
174,423
175,822
176,330
177,929
178,480
179,683
180,400
181,499
182,673
183,951
184,521
185,1209
186,852
187,252
188,851
189,1210
190,449
191,654
192,128
193,127
194,126
195,125
196,159
197,158
198,157
199,156
200,1255
201,1284
202,160
203,189
204,188
205,187
206,186
207,563
208,564
209,565
210,1285
211,1154
212,1155
213,477
214,732
215,960
216,961
217,1026
218,1262
219,1150
220,1151
221,1092
222,1143
223,1142
224,1141
225,1021
226,1059
227,5
228,994
229,93
230,379
231,984
232,874
233,1140
234,871
235,979
236,1139
237,285
238,1138
239,764
240,1198
241,642
242,648
243,649
244,647
245,694
246,750
247,751
248,752
249,753
250,754
251,168
252,756
253,727
254,757
255,674
256,154
257,736
258,758
259,759
260,760
261,763
262,584
263,704
264,762
265,761
266,636
267,637
268,638
269,639
270,520
271,251
272,611
273,610
274,609
275,608
276,1196
277,1000
278,569
279,433
280,1028
281,594
282,25
283,714
284,715
285,716
286,1229
287,695
288,1199
289,698
290,697
291,696
292,316
293,1132
294,421
295,1136
296,418
297,1134
298,1133
299,1135
300,990
301,428
302,1091
303,1102
304,1101
305,1100
306,1099
307,1020
308,1058
309,4
310,993
311,92
312,378
313,873
314,983
315,277
316,276
317,275
318,1257
319,971
320,1045
321,1126
322,1163
323,1160
324,282
325,777
326,966
327,1159
328,1299
329,1303
330,1304
331,366
332,367
333,368
334,179
335,365
336,364
337,363
338,1298
339,359
340,360
341,361
342,362
343,99
344,98
345,95
346,903
347,787
348,1253
349,1213
350,927
351,390
352,54
353,112
354,457
355,567
356,395
357,687
358,688
359,689
360,690
361,691
362,585
363,692
364,890
365,729
366,677
367,947
368,693
369,968
370,371
371,953
372,937
373,267
374,1008
375,974
376,888
377,541
378,323
379,919
380,1009
381,1010
382,1011
383,286
384,980
385,872
386,985
387,875
388,380
389,493
390,494
391,492
392,491
393,1248
394,1085
395,1273
396,220
397,234
398,372
399,864
400,1086
401,883
402,710
403,1087
404,1249
405,865
406,373
407,221
408,532
409,846
410,847
411,848
412,507
413,1027
414,828
415,827
416,826
417,515
418,825
419,823
420,440
421,824
422,384
423,385
424,386
425,392
426,393
427,66
428,394
429,607
430,1052
431,30
432,599
433,61
434,600
435,60
436,59
437,58
438,57
439,56
440,1069
441,511
442,810
443,236
444,223
445,534
446,741
447,374
448,742
449,743
450,712
451,744
452,745
453,746
454,747
455,748
456,792
457,894
458,162
459,148
460,643
461,194
462,235
463,222
464,533
465,895
466,711
467,1128
468,1162
469,1158
470,884
471,300
